1,3,4,5,8,11,15,17,18,19,20,24,25,26,27,30,37,39,40,43,47,48,56,58,59,60,63,64,67,68,72,74,76,77,82,86,87,91,92,94,106
0.63973,-17.8987,4.1752,1,5,-450,11948.8191,-0.40391,0.04124,0.24122,-0.029323,1.3002,0.029212,-0.36344,-0.000869,109.3622,0.29553,29.5578,2.8406,-659121.0859,-43699.0165,73.7436,187905.2786,1255464.585,2108.4854,4748.8038,1073.9646,1.8037,0.11729,110.7202,-0.000497,0,0,0.000021,0.003049,0.000584,0.000834,-0.000285,-0.000534,0.000981,v
0.7103,-1.2565,3.3128,1,7,-358.1052,10790.1126,-0.2574,-0.25841,0.32363,-0.086492,-7.9578,0.12595,-0.71981,-0.039737,131.1793,-1.3356,-332.7206,7.6267,-44931.1568,-2001.1282,19.1663,320933.2071,1387218.922,1236.6879,4098.5701,1443.516,1.2869,0.080975,103.829,0.000521,-0.007292,0,0.000058,0.002547,0.000327,0.001136,-0.000006,-0.000797,0.002142,v
0.68152,-5.112,4.0104,1,7,-359.8578,4671.9427,-0.42036,0.009487,0.2451,-0.069107,0.19063,0.06474,-0.56243,-0.009205,124.2945,0.85443,-242.1705,10.9475,-189285.2849,-10696.4307,64.2527,264339.3047,1024023.355,1798.6626,4163.2243,981.8057,1.7245,0.12291,68.5098,0,0.001919,0,0,0.003324,0.000816,0.001521,-0.000434,-0.000837,0.001561,v
0.52283,-8.4893,3.2027,1,5,-280.8947,5949.5256,-0.35408,-0.039831,0.016123,0.053766,-0.72676,0.003586,0.5149,-0.041348,99.3091,0.19244,7.4758,6.8003,-316463.3987,-18086.9,69.1835,237576.1594,1131853.232,2353.8643,4651.7477,851.0175,1.7698,0.12829,77.5701,0,0,-0.000066,0,0.002831,0.000518,0.001459,-0.000286,-0.000808,0.001267,v
0.55585,-8.3924,3.6486,0.92586,5,-450,5556.7294,-0.33438,-0.011451,0.17921,-0.15705,-0.21484,0.042188,-1.2496,-0.019386,116.9495,-0.95133,53.1038,0.059266,-309923.0971,-18027.9174,54.616,232377.5616,951106.4407,1939.6116,3919.7507,808.0768,1.6479,0.10969,74.9829,0,0.004252,0,0,0.002888,0.000723,0.001452,-0.000432,-0.000795,0.001366,v
0.61177,-3.0418,3.7076,1,5,-377.8105,5102.0593,-0.1974,0.032253,0.026927,-0.048151,0.59074,0.00599,-0.24963,0.010846,134.2997,1.0857,-558.2426,10.1804,-110387.5561,-6019.5104,19.9292,318167.6604,1197180.804,1357.6451,4017.7775,1122.0064,1.2724,0.073241,71.46,0,-0.00469,-0.000001,0,0.002225,0.000606,0.001155,-0.000225,-0.000811,0.001638,v
0.65095,-6.771,3.321,1,5,-296.0526,5859.6574,-0.14001,0.026052,0.05323,-0.16921,0.54104,0.011429,-0.28271,0.001256,128.7922,1.5336,-140.528,14.2713,-248826.6016,-13396.4827,3.658,426052.7456,1233893.802,681.3534,5163.1322,1036.0149,0.57209,0.021895,76.8153,0,0.002521,0.000001,0,0.000663,0.000463,0.001063,-0.000127,-0.000807,0.001327,v
0.65488,-11.1925,4.0512,1,6,-450,11586.2707,-0.38512,-0.091902,0.061629,-0.086935,-3.0033,0.025365,-0.7136,-0.001334,118.1274,-0.95294,40.0326,13.5377,-407829.1405,-23023.096,40.5316,237902.0792,1752061.978,1176.1721,4168.3017,1726.1694,1.1588,0.078727,108.1671,0.000184,-0.005917,0.000028,0.000015,0.002951,0.000855,0.001638,-0.000423,-0.001144,0.001984,v
0.59917,-13.3826,4.0899,1,7,-419.4237,5694.1465,-0.40951,-0.036981,-0.20665,-0.16505,-0.78338,-0.063875,-1.4087,-0.009364,116.3985,-0.62528,250.0476,14.8314,-499608.8508,-28940.5685,70.8802,199207.1383,697365.1364,1680.9717,3816.2843,659.7589,1.5903,0.11771,76.6019,0,0,0.000093,0,0.003354,0.001037,0.001427,-0.000651,-0.000916,0.001972,v
0.62888,-12.9906,4.1455,1,6,-315.7579,4794.0687,-0.45079,0.016546,-0.01974,0.094983,0.36557,-0.005799,0.82177,-0.016847,115.7802,0.65756,14.8958,12.3613,-485766.6537,-28636.1512,92.9092,189441.4078,621547.0031,1845.9544,4377.4597,584.7103,1.7366,0.13181,70.4153,0,0,-0.000001,0,0.003577,0.000976,0.002492,-0.000523,-0.001258,0.001555,v
0.64148,-11.5044,4.2231,1,7,-221.6132,2968.7612,-0.44411,-0.013963,0.050278,0.066794,-0.244,0.018292,0.52129,-0.027217,113.9232,0.37378,-74.2847,10.1061,-432944.8181,-29405.7097,118.7756,210087.0543,570231.3723,2557.8717,4683.999,471.2656,2.1139,0.15053,55.6656,0,0,0,0,0.00333,0.002319,0.001691,-0.001066,-0.000841,0.001673,v
0.52323,-13.9301,3.4276,1,6,-208.4211,2538.67,-0.40087,-0.067476,0.21334,0.069796,-0.82394,0.053625,0.31931,-0.022226,101.2795,1.4922,130.716,15.0132,-521947.5788,-37803.617,74.666,406358.8595,751874.6851,2269.8059,5241.4994,474.9682,1.4339,0.094849,52.2601,0,0.002528,0,0,0.002384,0.001336,0.001548,-0.000802,-0.00092,0.001244,v
