1,2,3,4,5,6,7
493422.1948,-11923.949,7558.3112,-4996.0834,-2742.2129,0.16991,t
502614.2336,-12322.106,5218.5509,-4941.8409,-2756.5024,1.4913,t
499399.5607,-10468.8896,6940.3198,-5068.7658,-2616.3528,-0.095485,t
500185.7536,-9886.6389,6936.3598,-5505.8314,-2597.4986,-0.13739,t
501045.5186,-9573.2493,6778.0514,-5497.1623,-2806.339,0.042562,t
501798.4446,-9642.3946,6514.3834,-4666.9042,-2757.0459,0.15311,t
492104.7499,-13192.5435,6891.8253,-3927.9434,-2018.1473,0.0007525,t
471719.4744,-18109.2967,-116.159,-3679.1827,-86.8872,0.0036675,t
444282.2718,-18171.7524,-16168.6344,-3502.4183,-761.6458,0.026934,t
412920.8862,-18160.4936,-21136.9696,-4356.1115,-2422.754,-0.50157,t
404360.7012,-16938.0416,-28384.9554,-7082.4214,737.1897,-1.3292,t
426622.027,-15883.5109,-28082.103,-7232.5018,413.7867,0.70882,t
450110.9235,-18701.4335,-8525.8647,-5877.7689,2371.6696,-1.0736,t
477034.2703,-17064.702,3055.391,-5175.0261,-2718.4623,0.061274,t
501004.7831,-17256.8907,2301.2541,-5238.7572,-3055.7394,0.1816,t
509171.7153,-17713.1238,923.6097,-5430.3452,-2991.1886,1.4162,t
510760.684,-18555.4639,79.5957,-5418.1162,-2878.0995,-0.15443,t
259073.169,-10560.5038,11111.469,-10353.5463,-1672.6468,0.75944,t
269657.4107,-14715.5844,-1926.8075,-11937.9836,-2776.3996,0.093198,t
274736.5131,-15725.9579,-5888.0158,-11824.7421,-3463.0771,0.14786,t
290636.8047,-15179.1798,-2121.3683,-9708.2928,-2806.2325,-1.0891,t
336896.4882,-15064.8983,1783.3933,-7090.6462,-2616.0201,-0.13288,t
421919.0826,-11216.3624,13444.149,-3450.3148,-2305.2992,-0.26171,t
385008.5052,-12666.4719,10577.2747,-2186.9125,-1867.1488,0.012954,t
348319.2988,-13625.2939,7004.7173,-498.5331,-2739.1389,0.017715,t
305227.2634,-15472.1652,-2267.4696,-572.1996,-1113.7563,0.023408,t
108226.9697,-17259.2346,-62033.6526,3216.2112,192.1684,-0.0049227,t
84367.9248,-17189.7268,-45454.5291,3089.8292,1552.3158,0.00084044,t
69167.9366,-12732.6341,-10414.8467,253.8362,-800.5292,-0.99039,t
26289.1009,-15138.9044,-94472.0071,-2482.4272,1475.8324,-0.08692,t
-37842.2705,-16356.1768,-52631.409,-3143.1973,1951.4942,-0.097516,t
-89603.7034,-7285.8055,-377.1882,-3680.7785,370.2354,-0.52866,t
-130751.9948,8395.7394,44174.7608,-1087.6976,1352.4872,0.31877,t
436265.6696,-14437.1866,7614.3558,-2329.4299,248.6183,0.17727,t
410704.9074,-17178.6824,-623.4512,-820.7532,-3097.703,0.038457,t
379259.1998,-16654.1808,-1039.5512,-629.7166,-2507.449,-0.075639,t
346193.2458,-14893.6172,3000.1182,-528.5471,-2298.4374,-0.072352,t
313252.5425,-13111.3908,6697.8786,-497.6926,-2534.6599,-0.012315,t
191795.2026,-17619.5525,-32258.5715,3374.532,-149.326,-0.037277,t
158263.5679,-15711.4801,-18026.7599,3373.8624,-295.2815,-0.13099,t
129810.3204,-14598.4724,-14059.6134,3378.3673,-1464.9402,-0.22508,t
105828.3168,-11454.1141,-1546.9686,3317.8283,-1363.9305,-0.0013199,t
98694.8903,-10307.648,106.6566,2495.8236,15572.4207,-0.025636,t
51920.8133,14422.567,59795.4467,3272.3493,-898.3697,-0.071522,t
8718.2429,10611.6467,52519.3656,3107.2313,-1513.3483,-0.11892,t
-30825.0243,7157.4115,44456.581,2859.2611,-1005.0786,-0.028401,t
-72604.0428,2309.9489,31281.9508,2628.6129,-1179.9355,0.15572,t
500423.7318,8986.4586,11301.661,-4062.7494,-972.032,0.1955,t
495010.6271,2378.5927,12825.8668,-4096.627,-967.1277,0.31955,t
477665.935,-1004.233,17136.5512,-3608.6526,-2106.3097,0.050022,t
-327561.9614,-130.985,9390.7135,594.7081,-1314.2774,-0.052547,t
-824843.1608,-5738.6444,-62242.453,-6116.7211,-921.6519,-0.8661,t
-624562.3801,-8516.7939,-58052.2139,-8055.2605,-1602.0996,0.038435,t
-396106.328,-11339.3978,-51389.8812,-7843.6034,-1831.4954,0.052235,t
-201629.6137,-13256.9812,-42339.3447,-5698.6478,-2067.2143,-0.035567,t
-56544.6062,-12313.7391,-20307.748,-3818.7746,-1250.5777,0.53523,t
7026.4235,-15625.9206,-37255.6628,-3880.2638,3036.6919,-0.23217,t
-48026.793,-3338.0827,16289.4484,-1582.9391,-853.6663,-0.15351,t
-92852.6595,3776.8681,34296.0826,2290.0683,-1317.1958,-0.050555,t
-146076.2196,9609.3102,46885.0627,2198.8672,-1784.1667,0.0058981,t
-188480.4676,-2948.7282,8995.9164,1864.4637,-2131.6727,-0.011255,t
-538674.3158,654.226,-3515.779,-1695.193,1211.8388,-0.055168,t
-161470.3313,5833.6207,36709.1607,-6497.3878,-746.6925,0.013277,t
-23714.0453,14774.0339,60250.4605,-3365.0428,-1438.5088,0.58693,t
161658.5503,-10514.7207,-98017.2882,-1430.5095,2971.4097,-0.045732,t
94013.066,-16830.9531,-38480.5438,-1955.6569,3376.7017,-0.075411,t
27868.4854,1692.5737,33241.7145,-2401.3338,1508.9411,-0.056456,t
-36158.1656,18793.4985,67649.1983,-2889.3228,-832.9151,-0.048517,t
-92627.1168,19520.5947,68803.497,-4167.7185,-1200.9561,-0.47734,t
430496.0711,16867.2875,37417.1207,-3532.6902,2066.7938,0.017855,t
-480920.5917,804.1389,1687.2307,-988.316,-155.6063,-0.018008,t
-968119.9052,2523.2093,-31301.0402,-8581.6364,-1806.4682,-0.45825,t
-941160.0144,4456.5411,-20054.0801,-15051.8308,-2472.2989,-1.3037,t
-775176.987,5783.1861,-1207.4416,-15856.4271,-1506.7751,-0.038809,t
-552471.4396,58466.7793,138354.4347,-11240.9217,9768.9542,-0.046819,t
245119.802,-14430.159,-65955.1274,-5121.8762,6657.6647,0.14847,t
243078.1243,-10156.2616,11180.1758,-4881.9786,1993.7848,0.032139,t
240945.6021,-17000.5798,-20636.933,-4691.8908,8203.2277,1.6022,t
211750.3156,-9980.2503,-90722.3513,-2519.6709,402.5719,0.16499,t
150953.406,-16593.3086,-64661.7679,-1636.2675,5764.5187,-0.016904,t
84935.5023,-4028.4295,20455.6245,-2114.7638,5873.9887,-0.035406,t
21442.5324,64692.9679,127355.424,-4326.6531,4646.462,-0.34579,t
-175607.3415,8908.7529,44031.3126,1882.603,-7.8236,0.0042629,t
-231795.4048,1018.2287,19393.6357,1476.5857,-1267.7399,-0.004902,t
-534376.5139,-2046.4629,-14167.753,-1518.1813,-1375.8923,-0.063253,t
-918868.7387,31982.6608,73720.1957,2915.9654,1265.3638,0.026209,t
-957159.8595,9379.8252,-1133.921,2230.763,1727.6634,-0.31135,t
-877480.1564,-2083.0719,-46236.4958,-2314.2518,-615.299,-0.6664,t
-656021.9649,4365.1604,2020.27,-9510.4097,1126.3756,0.010014,t
59171.605,-12873.229,-12815.5303,-2261.2496,3636.2084,-0.053508,t
-7661.2971,-6140.262,9845.4395,-3201.388,-2348.2239,-0.4697,t
-57255.9567,-6510.7393,5256.6451,-829.6441,-2113.7291,0.27066,t
-103151.6275,-6640.3942,1558.5877,2488.2912,-2322.4446,0.0064665,t
-147717.5285,7903.5209,42111.466,1706.2936,4846.6247,-0.52962,t
-455813.4683,9453.3603,32712.1289,-664.3357,-843.4623,-0.011604,t
-749600.4887,-1242.2831,-29599.3768,-4081.3777,-988.76,0.0089287,t
-211854.0248,-1106.6708,13615.1697,-1303.26,-1059.8932,0.026261,t
-37253.0302,264.7331,27418.2458,2078.1814,-2066.6392,0.34137,t
54588.5253,-8290.4304,-124955.8242,-2798.084,12689.46,-0.071538,t
-22967.5336,-15811.5949,-41774.9538,-2817.205,-1109.1813,-0.09751,t
-79814.3464,-9009.244,-6697.7495,-2882.6288,629.451,-0.51948,t
-123442.2261,10910.0241,50367.3453,-229.0892,392.5989,0.13534,t
-162337.317,22194.8963,73296.432,1811.6671,983.6128,-0.51816,t
391884.0303,93568.5688,80980.0728,-1404.0831,16172.0234,0.0090701,t
-416037.2459,24600.3058,73470.3664,-384.6786,2357.1831,0.016153,t
-772354.4284,1934.4702,-16680.6083,3815.7339,-1728.9542,-1.3877,t
-616070.6578,-1646.8583,-19294.8295,-1614.087,-2314.4833,-0.072867,t
-389740.9385,-4269.0609,-11637.2174,-8798.6422,-2679.6241,0.046772,t
-195185.2114,-8939.8692,-16156.8914,-7665.9458,-1736.1283,-0.020561,t
-25727.6581,-14141.6052,-28089.7834,-3617.3656,-1711.4337,0.023565,t
401198.4223,2102936.018,104921.8202,4882.6381,-34522.9062,0.34485,t
380019.221,302092.2407,130431.6,-2295.1803,41943.6404,-0.24755,t
367032.3677,16346.976,-100073.9817,-1350.3444,12539.676,0.72699,t
336900.0822,5694.3179,-95189.5203,-951.1427,6523.9459,0.043608,t
292719.7637,-17777.7498,-36189.4458,-908.2716,4854.9813,0.03684,t
242545.165,-17699.2307,-24609.7607,-759.9478,-907.6647,0.03071,t
184951.9222,-12943.3249,-1748.9253,-1145.4347,1031.1148,-0.0052554,t
-359079.1436,-1980.3901,-73.2692,187.2348,869.3543,-0.025112,t
-915093.9135,4871.5482,-15932.0519,2937.016,-1196.8262,-0.15705,t
-923529.0341,5412.9413,-14340.5387,-9745.9838,-2365.938,-0.69574,t
-829811.0857,2293.7632,-20238.7931,-17921.4127,-2339.8122,-0.64703,t
-639931.8022,-3271.4495,-29392.6297,-12127.8386,-2288.1149,0.038831,t
108825.9198,-14067.4476,-13391.3526,-1594.6111,-1064.187,-0.014937,t
38215.5586,-17069.79,-52222.8568,-2321.0811,878.021,-0.072563,t
-29735.8552,-16966.0108,-71443.4546,-3965.6909,-489.2059,-0.23784,t
-81392.5325,-11699.8166,-19885.3816,-2093.7704,1424.0011,-0.042038,t
-127298.94,18340.3411,65870.5482,1577.2674,4071.1808,-0.11685,t
-315702.3526,-3435.7369,-2093.5997,761.7048,-2010.1189,-0.016358,t
424458.3008,-18149.6489,-4090.0181,-3394.7691,-2439.1916,0.047935,t
374290.834,-16148.0243,568.1379,-3546.7778,-2959.3334,-0.009073,t
323059.5766,-15690.0061,-1526.7962,-3111.3107,-2842.6755,-0.23661,t
273831.397,-14804.776,-1885.5328,-1610.7745,-2128.043,-0.004654,t
20421.8142,-11946.1533,-10825.3728,-2332.6177,-2267.2015,-0.078542,t
-33521.3463,-11413.693,-13114.3153,-1758.5033,-2612.7292,-0.31258,t
-70500.1136,-11072.3852,-14878.8867,728.1701,-2305.6489,-0.59725,t
109992.768,-17098.6693,-37946.3877,-1639.0283,-228.6334,-0.051582,t
41519.2676,-16265.4464,-81480.4599,-2345.4977,2003.194,-0.10838,t
-18340.0606,-16844.6231,-73199.5508,-3192.9953,2929.7434,-0.46045,t
-66072.0192,2209.4991,30835.0053,-772.8725,3369.7191,0.15325,t
-84105.2833,39451.6307,101544.8122,2093.9528,5135.2752,-0.17956,t
-812177.0284,13875.1682,25330.6542,-15921.6174,265.8666,-0.30429,t
90652.3939,-16253.0349,-77307.5443,-1803.2793,-698.5139,-0.063983,t
36572.9039,-16693.0606,-45466.1896,-2428.7199,2259.8097,-0.070793,t
-13247.349,-2488.7948,20334.9097,-3458.8335,2718.2762,-0.11275,t
-64073.1118,28774.7212,84793.3138,-983.8146,1743.5472,0.003986,t
-112388.4935,62888.693,134445.7844,2382.1952,303.9536,-0.14819,t
-156587.801,-7817.3298,-7508.9814,-5276.8641,-2416.8019,-0.2179,t
-524650.8105,-4967.1052,-26879.8107,-1373.1388,-2186.6767,0.0019888,t
-1027649.229,6139.3399,-20033.0497,-3593.7814,-735.633,-0.56067,t
-992311.5502,955.8828,-41294.853,-8490.2901,-1759.8957,-1.2579,t
-808244.6408,-3420.9298,-46541.2063,-12173.4145,-2259.6959,-0.085386,t
227959.793,10347.9572,49876.0127,-1386.3037,10891.3056,0.0086383,t
164936.8677,-16925.7191,-27869.4707,-1317.3477,1407.3941,-0.043497,t
98968.4138,-17335.7798,-57999.8297,-1830.6242,1831.6233,-0.065224,t
30887.5738,-11821.7679,-10178.0206,-2477.3039,3081.6739,-0.027459,t
-37729.5297,8932.299,48196.908,-3733.6796,-1628.4158,-0.065034,t
-99475.4453,37630.5675,99291.2249,-2492.4916,2659.0387,-0.17836,t
-556464.4342,8927.8431,25290.6556,-1746.719,-1224.4181,-0.0089997,t
-847843.6785,3762.1987,-15274.3914,-5322.9676,-961.1095,-0.082456,t
-938977.0695,1403.6244,-34347.0461,-7210.4483,-7.803,-1.3536,t
-768285.206,-8103.3205,-72011.0424,-5622.2787,-568.5833,-0.05894,t
-521953.0485,-11495.5612,-68224.7295,-6289.6799,-1360.3753,-0.006182,t
-313759.833,-10798.3837,-38686.5834,-7109.7788,-80.4995,0.15487,t
354237.3119,28112.2768,-119714.826,-1159.2878,9360.4758,0.023988,t
-685353.5567,2707.8431,-6494.7367,-4582.5772,-858.7382,0.021522,t
-451213.1295,16847.5997,53297.8042,-6689.3498,2280.8381,0.096941,t
20310.427,-14486.9988,-95408.5797,-3470.6626,19200.958,-0.12272,t
-56044.1916,-1855.7696,20247.1628,-3187.5777,42.1771,-0.093945,t
-121805.0512,6912.7355,41080.0976,-4954.7289,-1562.7504,-0.20203,t
-183324.2729,13388.6106,54533.7008,-2521.2924,-1618.8772,0.20052,t
-875464.1794,5553.7013,-9782.4276,-5996.0962,-2242.5032,-0.73403,t
-773599.4907,3670.1178,-9366.0747,-5365.2484,-2529.9472,-0.58924,t
-560047.6867,4470.8895,9725.2777,-3055.4247,-952.4794,0.029556,t
-335894.9726,10538.5328,41726.4622,-4973.3707,-609.1942,0.045602,t
-530225.5792,1727.7661,1404.0502,-1583.6876,956.1691,-0.023035,t
-1009715.401,3181.6711,-31905.8828,-7447.3132,-1680.9761,-0.067432,t
-1017221.67,4826.2632,-24984.5622,-11190.7602,-1793.6828,-1.5879,t
-875075.5426,5960.9818,-8198.7155,-14382.4187,-2127.5601,-0.2764,t
410294.9817,-1568.2537,26092.0073,-3532.313,853.0555,0.31522,t
-352123.7664,5738.5817,26957.5393,282.5096,967.2407,-0.0046649,t
432630.625,-13436.5815,9661.0167,-1131.2746,-2519.4425,-0.20825,t
400639.1239,-13337.8438,9500.9059,-766.4185,-2225.8056,0.03566,t
366648.8044,-14829.8075,4338.1911,-606.7921,-1696.8392,0.022363,t
326631.7676,-15983.6904,-2481.929,-492.0681,-2497.9142,0.017343,t
31805.2316,-16428.5367,-41060.8754,-2304.2093,-447.3899,-0.035406,t
-25763.9076,-12106.1123,-16186.8281,-2299.5484,-876.8258,-0.47314,t
-66833.4069,-6044.496,6208.1972,175.2872,-1631.7487,-0.24219,t
168064.8693,-16351.9934,-21206.9042,-1132.0757,-1746.1921,0.0060792,t
100095.0883,-16789.2227,-34662.1664,-2462.3105,-1607.929,-0.11653,t
34949.1772,-15382.9232,-30315.8087,-490.1596,-299.1117,-0.016135,t
-26447.7782,-5861.756,9225.9203,2735.9368,1353.5628,-0.24012,t
-82969.8986,14806.5919,59598.7538,2522.106,538.3659,-0.0055366,t
-122649.5557,38710.7455,101644.3036,2209.6769,-438.0064,-0.62915,t
-489957.759,364.3649,-635.9396,-1058.5022,-691.4756,-0.017437,t
-680836.7513,713.2617,-14515.7091,-4532.748,-1208.4633,0.032317,t
-442794.6203,9008.7909,31816.2516,-6630.9457,961.499,0.044636,t
230191.6156,-5885.9719,21682.2243,-921.161,329.9041,-0.048847,t
214206.2843,-14697.9223,-6574.6958,-922.7683,-1579.1986,-0.04909,t
198584.0212,-16818.8024,-21406.1134,-1015.4748,-1211.5976,0.41826,t
167119.7612,-16806.5678,-25757.3642,-1233.3728,-233.0364,0.46756,t
110488.8281,-11521.2344,-1561.6313,-1567.8079,-936.6584,-0.029649,t
43894.0726,-466.9993,28597.0118,-2181.3856,254.4294,-0.035316,t
-914538.7692,2488.2474,-26848.9337,-7055.4757,-661.4686,-1.0633,t
-726051.7658,-7059.148,-60140.6007,-10392.8865,-134.3099,0.019847,t
-495592.2667,-11220.9274,-62698.6344,-10857.677,-1584.6552,-0.045432,t
-292439.4233,-8553.501,-23665.1038,-7045.4555,192.675,0.0030867,t
19244.0056,-13659.8445,-100509.6429,-3763.1292,24590.3473,-0.18305,t
-61312.2136,15420.5047,60736.3205,-3470.2006,5135.4035,-0.13309,t
-125689.2104,71725.2851,145816.42,-4737.9485,18.593,-0.13878,t
-185012.1172,53674.8057,125206.371,-2693.9755,2725.7157,0.21037,t
-508295.1378,3716.8264,10634.9101,-1240.0222,-888.1572,-0.015051,t
-804676.7137,6443.5798,-765.78,-4767.6449,-868.6269,-0.080096,t
-630819.2308,-210.377,-14562.5604,-9903.4495,-305.2577,0.07318,t
-410376.1312,20084.0337,62926.2584,-10493.7807,2482.0635,-0.016238,t
146147.6234,-16703.3209,-44049.6564,-2835.9016,25960.7555,-1.1981,t
146580.9953,17979.1096,63753.1808,-1566.8106,2081.466,-0.083967,t
158336.5821,-4756.2911,22181.088,-1367.499,-1112.474,-0.11613,t
170994.047,-8363.3128,13209.83,-1215.9582,-2515.993,0.0078906,t
183420.1733,-9061.973,11811.8104,-1119.5133,-2524.9467,0.090378,t
177584.925,-10326.0132,7524.399,-1086.4155,-1933.1693,1.0346,t
134165.3531,413.4121,33081.4467,-1603.0025,3749.4394,0.0026383,t
-524655.5016,-696.1463,-7613.7214,-1423.592,-1032.6035,-0.01809,t
-929569.0923,-1703.317,-49278.5747,-7179.3148,-1447.3385,-0.96405,t
-731933.1251,-4995.8788,-47767.0779,-5151.8207,-1112.4763,0.049738,t
-489351.3515,-7733.8265,-38494.6902,-5967.2879,-1393.3911,-0.03127,t
-286802.7192,-5002.8935,-6576.7453,-6790.698,-363.4921,0.28773,t
145886.434,88148.4346,-272254.9059,-4366.3742,57050.7113,-0.9743,t
134025.3913,33141.9833,84310.0761,-1441.8566,-334.4169,0.1142,t
112511.7792,10754.5551,52857.3043,-1756.8554,3148.7167,0.40357,t
53241.5754,-7788.9207,7993.1956,-2072.7683,-503.0985,-0.027719,t
-13609.4909,-10996.8415,-9544.9425,-2860.9756,-1473.8349,-0.091093,t
-81609.2197,4135.6154,34899.1309,-1036.7115,6979.2257,0.042695,t
-557052.9718,7729.6846,21356.0954,-1737.8421,-1583.0645,-0.014772,t
-940264.9286,7576.5534,-6681.2668,-7184.2499,-1889.4198,-1.3899,t
-826184.6296,8676.3491,6246.5382,-13426.5296,-2108.4556,-0.34625,t
-606738.8953,2845.7811,150.4111,-18029.2554,-2086.9395,-0.040823,t
-403116.7266,2070.7614,11733.3623,-15862.4167,-567.6585,0.15243,t
37818.1316,-14408.472,-23055.5431,-2272.6374,-37.8199,-0.057921,t
-35234.8123,-9493.2645,-4939.2388,-2965.7144,-312.6776,-0.10117,t
-99189.0907,-3251.3029,13470.1294,-4572.6854,-613.5327,-0.42406,t
-147588.2739,6149.765,38140.3507,-2001.9385,-766.5124,0.32679,t
-195759.1284,36956.1497,99695.0476,1577.3403,3977.0909,-0.068763,t
-544485.4155,7345.286,20789.8883,-1633.88,-902.4711,-0.0198,t
433633.1011,-15920.2518,4550.6427,-1358.521,-2971.4563,-0.27908,t
403950.9504,-15471.4941,4469.0908,-777.6739,-2637.971,0.040738,t
370541.792,-16379.0939,-742.1291,-633.4266,-1573.7997,0.021564,t
331195.148,-17259.0862,-8634.7307,-524.2908,-2003.6487,0.016723,t
38211.1174,-11265.8787,-6097.1669,-2111.7781,-2687.0011,-0.035614,t
-19458.3781,-10433.6955,-7379.2109,-2250.7889,-2345.3271,-0.49372,t
-62277.3671,-6022.1017,6529.6593,103.6247,-1056.3914,-0.13539,t
46852.0554,18696.6886,-200235.5824,-2966.987,14092.4051,-0.53659,t
20206.744,-15092.8022,-31594.1343,-2849.0211,5564.9799,-0.86301,t
10022.0403,-12372.6025,-14144.0421,-2559.6946,-961.8868,0.79393,t
-10924.5512,1779.2495,32066.1952,-2873.1979,1516.6836,-0.90049,t
-15749.8578,27756.5943,82441.4363,-2889.1553,338.6738,-0.10682,t
7464.0624,48874.1778,110635.2281,-2680.1387,-1040.0908,-0.68978,t
-907041.8099,1163.1155,-32174.4587,3052.6221,-1271.0125,-0.24139,k
-941601.1351,2594.0773,-28502.2684,2509.1375,-1258.5518,-0.34054,k
-886414.8509,5374.4093,-11466.6015,-1740.9541,-1506.2633,-0.99381,k
95189.1018,205014.8258,214719.6635,2430.1841,24348.0213,0.5716,k
-680939.4655,-3509.2299,-34457.7616,-832.8066,-1218.604,0.50936,k
-821130.5964,-2115.1225,-40641.6155,3895.2241,-1057.6416,-0.14695,k
-857205.4539,-1412.4514,-40404.468,3349.5273,-1513.8987,-0.42082,k
-832399.6345,-2206.9649,-42189.6034,3083.2043,-1593.5521,-1.0136,k
-689391.1227,454.4123,-16466.449,-2122.5936,-446.9231,-0.40137,k
-42920.9869,-7218.094,3553.1868,-1504.3991,-1317.9075,-0.52357,k
-26485.2176,-9744.5657,-5348.4229,2340.094,332.2723,-0.1107,k
443625.908,8040.0547,29544.8806,-3421.2775,-767.3315,0.06073,k
-433878.9705,-8935.0794,-39846.7947,-503.5894,-349.9505,-0.0371,k
-604725.1946,-3061.3086,-24951.0764,-862.7642,-2120.6344,-0.54547,k
31796.6965,-15822.4494,-35649.1201,-657.4049,2900.1257,0.0043584,k
-12560.2466,-2113.1095,21957.83,2981.1277,-1679.6391,-0.1753,k
-53766.5872,-15679.869,-46907.9404,2371.8941,4811.3419,-0.017621,k
-95243.4104,-13607.6814,-33392.9847,2207.1965,3091.998,0.0010123,k
-127008.1197,41382.3056,105384.9439,1724.9901,7659.0416,-0.41266,k
423644.2496,-12995.1905,10428.828,-3374.9569,-2319.9076,0.025461,k
-327203.725,-8341.2139,-25946.3705,473.4194,1225.534,-0.014178,k
-630063.3278,7421.3337,15486.4147,-2604.3238,-1177.5422,-0.044563,k
-305179.4347,-8596.9322,-24640.7953,-3145.1642,-2112.5675,-0.19666,k
-139493.5301,-8839.7783,-10569.4942,-4557.0671,-2450.7209,-0.11152,k
118770.7649,14235.2168,58827.3049,-1476.3225,-611.2585,-0.012685,k
49028.0177,7239.0104,46060.5904,-2171.6223,881.3053,-0.14809,k
-4159.2991,-1080.2768,25014.1655,-3925.6011,-250.6953,-0.81841,k
-23923.0724,-10136.4635,-6727.8778,-1423.9477,-634.6669,-0.85694,k
-21928.3256,-11317.9595,-11750.5611,2656.8528,-1429.2933,0.056597,k
-11579.6297,-4185.7777,15734.4158,2602.5925,-615.0864,-0.94311,k
-218046.8247,-6815.8404,-8307.7186,1541.0401,-1738.3479,-0.013434,k
-482553.7807,-4470.9329,-20790.7373,-1041.5241,-1048.2712,-0.061787,k
438487.2297,-14082.5474,8361.4159,-3240.4144,-751.3654,-0.35927,k
414881.573,-17050.2503,39.5119,-1913.6478,-2234.8721,0.16492,k
389942.1058,-17922.7161,-6285.494,-688.7817,-2741.7085,-0.0020091,k
361872.1931,-17797.8076,-8654.5307,-567.1021,-2549.5471,-0.031047,k
347818.7409,-17647.0405,-9249.0027,-487.847,-2491.8964,0.12251,k
225213.8095,-15695.6097,-10697.4569,-305.3221,-1154.0973,-0.50445,k
208717.7155,-17662.2358,-29549.8214,1732.1649,-1130.7447,-0.43777,k
198543.5475,-17514.9673,-28821.9311,3283.0935,-1215.9028,-0.61233,k
199803.6684,-16034.815,-15394.3244,3173.7565,-1042.2508,-0.74817,k
211823.3651,-8981.9136,13226.1743,3036.9272,236.8025,0.05725,k
-13519.9935,4797.2074,39534.2964,-4113.4386,-1658.4571,-0.32567,k
-53246.0019,4844.7074,38387.9594,-1788.9321,-1368.1565,-1.0216,k
-54857.4389,-1724.4082,20829.3018,2401.9366,-935.2379,-0.50777,k
-33299.4971,-4133.6537,14802.937,2463.9918,-2044.836,-0.056661,k
-4857.2556,3336.5614,36283.8627,2517.6829,-180.4395,-0.068681,k
-182614.747,-5113.4585,1346.3894,1776.6404,-1267.6061,-0.00053033,k
-389766.708,1587.4513,11255.8268,-76.6175,-1555.4576,-0.075162,k
-487832.106,-558.1194,-3970.9784,-1712.5964,-2249.93,-0.88425,k
-320256.1119,-3060.9675,-946.9055,-333.4837,-2291.1584,-0.036062,k
48176.9904,45090.1863,103689.9137,-3230.2611,-304.2751,-0.2516,k
-4071.2415,43011.5423,103704.9524,-1178.3192,2654.2356,-0.20059,k
-38751.9397,-2215.0595,19651.7344,2430.9804,4854.3777,-0.48237,k
-65881.1814,-12578.7703,-22897.0461,2461.8723,46.3697,-0.28125,k
-83786.9294,-2719.0558,16073.566,2332.4786,255.8982,-0.12894,k
413748.6905,479343.2053,117897.1131,-1134.9621,22426.2896,-0.13446,k
-491966.3689,2458.683,7187.119,-1285.0878,-857.2819,-0.10056,k
3788.3748,-10868.2738,-7423.065,-3368.7129,-1782.8005,-0.19192,k
-50106.84,-4911.9277,11207.676,-1869.5097,-1773.904,-0.3728,k
-78081.7743,-6497.4123,3818.3157,1647.5993,-1805.9236,-1.1027,k
-79357.6172,-6902.8348,2184.4547,2245.7816,-1620.1432,-0.85478,k
-43090.0722,3286.4622,34766.7594,2127.6481,744.1715,-1.0179,k
414319.7016,-18590.9199,-14551.9141,-2359.151,1334.7232,-0.54931,k
414231.5482,-15558.9309,4520.7907,-3335.0571,-1176.7656,0.82846,k
384890.2268,-11910.2206,12199.468,-3783.7032,-2401.6349,-0.065556,k
338907.7484,-15419.4735,182.8805,-2944.3035,1284.8339,-0.19879,k
296670.7281,-16359.9881,-48285.4604,-1133.3188,3422.6463,-0.093351,k
-101406.321,-2663.0663,15449.672,2474.8764,-1713.0004,-0.028418,k
-155490.5257,-4685.1262,4962.4958,2076.7555,-1445.262,0.0072823,k
-620542.4454,-2056.8221,-21964.4428,-3353.6526,-221.8815,-0.95807,k
95988.52,-14196.5923,-90900.5652,-2030.584,4570.6151,0.0028225,k
36774.3703,-9880.1867,-1208.6591,-2407.5545,2499.9516,0.044977,k
-24694.7726,-1984.4422,21593.8656,-2821.5753,-970.7713,-0.0936,k
-71558.888,-3589.5186,14083.2417,-2526.7258,-698.5974,-0.39308,k
-109514.8747,11440.6278,51705.4928,-67.8682,3136.2667,-0.0082634,k
413263.9961,8525.3773,34684.5633,-3059.7715,7544.0826,-0.58769,k
-92378.8018,-3485.373,13287.9404,-4213.3529,-2023.3001,-0.4637,k
-429147.7686,-9220.0113,-40982.7152,-430.7145,-780.7226,-0.043873,k
-455151.4291,-5101.0999,-21151.8794,-1726.3149,-2222.6392,-0.13521,k
241920.6043,-18044.4369,-35404.3935,-4524.3687,-1486.2367,-0.57403,k
225999.4336,-17424.2747,-23609.3853,-2685.0754,-1379.84,0.19007,k
189001.0203,-15181.8137,-11377.2949,-1021.509,-1735.4763,-0.065619,k
150591.2526,-11332.99,2235.3209,-1267.3356,-1640.2928,-0.024762,k
113902.0661,-8535.8664,9527.9605,-1509.8749,-2560.4828,-0.26428,k
99845.825,-7148.1951,13008.762,-1706.0334,-2243.1347,-0.2449,k
113625.4987,-3419.4645,23907.1781,-1758.0109,-1504.5178,0.077546,k
-215333.3376,-3264.3163,5793.7054,1505.0094,-474.0486,0.13304,k
-561202.7735,3321.1717,5559.5431,-1806.1663,-1932.5469,-0.15153,k
-751935.8259,4230.8562,-5303.1215,3823.6454,-1915.8585,-0.0089013,k
-662162.4027,3852.7656,151.3046,4422.6659,-1923.1396,-0.87462,k
-481395.0161,1753.1549,5463.2761,360.4637,-1739.9826,-0.087426,k
-263583.8947,-3494.9951,1585.5232,-1991.9568,-2025.0703,0.014531,k
17653.3656,3281.0775,36628.6695,-2551.3758,2269.6079,-0.11201,k
