1,2,3,4,5,6,7
205277.48,-13071.2469,-154.6216,2462.3219,-2634.3516,-0.14801,v
185495.2961,-12232.2734,1578.5233,3163.358,-2604.7984,-0.012311,v
171653.7185,-11896.7646,1870.1632,6421.7628,-2634.2917,-1.1841,v
170367.7816,-11876.0924,1861.6281,7817.0847,-2616.4218,-0.72023,v
188983.8964,-11268.4929,5195.4919,7458.3957,-1882.9272,-1.2367,v
-175138.5097,-5120.5348,1942.1765,14735.99,-460.5165,0.0008336,v
-241417.499,-8924.2362,-20060.7481,14243.9444,-1523.4967,-0.0039392,v
507962.2473,-17086.093,1559.9012,-4469.0689,-3261.2534,0.044676,v
508559.2012,-17129.8186,1404.1727,-4545.3117,-3259.3724,-1.502,v
510820.9742,-17326.446,661.4836,-4861.8087,-3258.2637,-0.3499,v
512165.6746,-17604.9852,-78.7239,-5086.9339,-2844.0878,0.39202,v
510805.312,-16515.2751,891.6644,-4832.3241,-2873.0349,0.12513,v
508024.284,-15557.384,2255.0162,-4554.5206,-2536.6103,-0.016998,v
503904.723,-14498.0627,3864.2615,-4313.558,-1882.5112,-0.017423,v
498647.4648,-17804.9479,1637.1502,-4113.8616,-1495.0271,0.00086804,v
492176.5303,-18703.5542,-575.8801,-3872.5784,-2404.4981,0.018473,v
484196.6437,-17602.9256,2094.1247,-3656.6207,-3198.4815,0.013938,v
474912.0329,-18724.5025,-2367.5246,-3588.3505,-1945.9815,-0.013026,v
464623.4721,-18861.2199,-8607.7846,-3464.2578,-2360.7094,-0.057356,v
454056.827,-18676.6329,-4476.5077,-3407.4186,-2006.3914,-0.21749,v
445984.0698,-16593.765,3198.0376,-3587.2299,-2084.645,-0.62626,v
439169.4814,-14350.8117,7964.9948,-3108.6572,-2444.9351,0.55207,v
425673.3036,-18593.4559,-15878.5082,-1065.7306,-2181.0973,0.08982,v
425007.3948,-18676.5079,-14818.4828,-1063.3901,-2078.7608,0.099592,v
424262.6006,-18785.3572,-12263.7663,-1037.1919,-2391.529,-0.19278,v
423678.2495,-18777.9005,-12182.5065,-1039.3836,-2205.2574,-0.12498,v
423106.8489,-18553.0558,-7429.6946,-1045.0681,-1907.7265,-0.13877,v
422635.3126,-18099.715,-3820.3188,-965.0037,-3287.8056,-0.098251,v
422288.3781,-18063.6831,-3631.9126,-954.3836,-3410.0777,-0.078643,v
421978.5842,-18019.5061,-3467.2625,-962.5668,-3180.8366,-0.028922,v
421637.207,-17428.9111,-845.1172,-975.3616,-2813.7467,-0.006091,v
421315.1105,-16535.2217,2249.3353,-1925.4659,-2875.8754,4.3646,v
316887.067,-14937.6656,915.4836,2900.6728,-2282.2483,0.013252,v
301677.5214,-14113.968,2846.5251,3034.2576,-2602.5383,-0.096576,v
288138.6026,-15377.7236,-3080.4779,3092.0006,-2205.9739,-0.27684,v
279445.0611,-16115.2408,-7383.7726,3112.3345,-2077.7756,-0.90831,v
278542.1693,-16088.2162,-7241.0576,3074.9453,-2608.572,-1.3302,v
286093.8736,-15429.4148,-3505.4128,2931.4905,-2122.309,-0.12985,v
297736.1085,-13189.4064,5561.7497,2850.7587,-2033.9549,-0.037408,v
309454.3114,-11400.4846,11233.982,2789.7327,-2205.7372,0.061815,v
322012.1307,-10428.4931,14050.5527,2678.08,-2284.3619,-0.71305,v
-8134.2129,-12801.0816,-18081.6395,13992.1289,196.9311,-0.075104,v
-91329.1434,-8616.7517,-5578.0783,14027.3522,-551.5479,-0.159,v
-71772.1703,-12579.9076,-23166.8383,13924.8176,-670.1608,0.025451,v
-382969.6496,-4528.575,-12274.6888,-11697.4421,-2525.1993,0.051635,t
-198508.4133,-6086.2607,-3852.6543,-11943.842,-1760.161,0.16153,t
-443872.7543,-4569.836,-17691.8925,-531.3908,-1620.6911,-0.018162,t
-863644.6856,3740.5104,-16529.8731,-5929.6371,-2257.8126,-1.5695,t
-727660.5039,1155.2631,-16352.4585,-4829.5667,-2419.2796,-0.13242,t
-502489.6906,-4098.2748,-20848.9014,-6502.5852,-1474.2929,-0.12372,t
-295692.4868,-9731.0461,-29955.9661,-7301.868,-2002.5499,0.053984,t
-39162.5683,-8580.2123,-1450.6738,-3035.7078,-860.8709,-0.045116,t
-316271.3511,-5090.1681,-9060.9958,726.4678,-1569.2825,-0.052494,t
-322475.4729,10703.2099,42896.174,-9152.6014,-2539.8922,0.097079,t
31988.2162,-16951.1973,-51779.8689,-2465.6612,2419.4114,-0.092244,t
-40400.4339,-15838.9362,-44603.9664,-2996.5154,-1065.0739,-0.10033,t
-101691.0651,-12427.5881,-25791.0119,-4233.6406,-351.3219,-0.49734,t
-139215.8167,6760.6004,39714.426,-1820.034,2609.8933,-0.094322,t
-108702.7504,40056.4537,103213.8922,1673.6844,2504.0407,-0.98507,t
500159.0064,-13215.2364,-12349.8124,-3366.8383,649.294,0.31297,t
492369.1883,-4142.3767,-24608.0897,-2891.3477,440.6044,0.36181,t
-401033.82,-3573.5453,-9616.8258,-115.796,-1353.367,-0.023793,t
-683781.4112,947.9712,-13560.8603,-3228.5044,-2131.1838,-0.04767,t
438390.2838,-17306.4859,834.9482,-1456.7351,-3010.0642,-0.067455,t
411666.9572,-17151.7072,-451.2517,-831.9619,-3055.7907,0.038864,t
379486.6549,-16299.4904,385.387,-611.7499,-2779.6368,0.023228,t
341474.8989,-15367.7757,1107.6022,-490.4679,-2728.9777,0.013313,t
297649.0948,-14953.438,-494.2215,-483.693,-2960.5223,0.031502,t
56197.172,-14312.6361,-19874.6674,-1955.1283,-2657.7732,-0.026421,t
-13420.4173,-13260.137,-21032.0434,-2664.8243,-2242.981,-0.061405,t
-67535.755,-10456.8283,-11724.2465,-2334.4301,-2027.1575,-0.48363,t
6020.4503,-16316.6398,-77396.5134,-1123.9182,13684.2393,-0.01955,t
-45137.6587,-6039.7963,7637.073,2765.2895,-753.8975,-0.045813,t
-96294.8122,2164.918,29865.3409,2499.0892,-1223.0471,0.0086562,t
-148183.9998,10986.6924,49872.5951,2015.9069,426.0559,-0.13806,t
-204521.8143,-1047.7167,14414.1994,1728.7711,-1891.2096,-0.0067988,t
-556402.3228,3860.7245,7360.3479,-7820.7204,1603.6764,-0.11696,t
43463.1868,-5572.0081,14688.5683,-2094.3406,-1996.8754,-0.06554,t
-27057.6688,-14909.9818,-35548.8531,-3117.9455,4057.1444,-0.11806,t
-92067.485,-16683.5948,-77581.97,-2039.6775,1319.3047,0.067341,t
-159283.0502,-8668.443,-12847.1377,184.7146,6442.9591,-0.17094,t
-219532.7077,148540.4622,230986.8256,887.0551,16314.8144,-0.49926,t
-301375.8885,600.1139,13715.8445,876.3247,-1498.8367,-0.011924,t
-663341.8833,7904.8877,14899.315,-313.6469,-604.3807,0.092662,t
-981969.3918,-664.0861,-48989.4809,1925.4983,338.8397,-0.61791,t
389038.3461,85929.442,-157938.7555,-3493.6371,175.7097,-0.061144,t
332914.4931,23053.6166,-121621.4031,-2437.0331,7445.0714,0.10592,t
267823.8809,-16740.4609,-49244.1899,-1063.2016,5687.145,-0.18598,t
203176.6188,-14687.5306,-7860.8641,-1025.7637,568.5057,-0.030879,t
140531.1143,-6513.8741,16772.4346,-1358.9126,-313.2297,-0.02492,t
75380.9723,-665.4356,29447.559,-1767.0364,-2271.2995,-0.029081,t
8161.2677,4096.9305,38489.404,-3005.9391,-841.1552,-0.046728,t
481789.5586,10184.3128,20454.7261,-2379.4833,1917.5973,0.11629,t
469661.6787,22126.4251,28888.2104,-2411.7407,-1795.2723,-0.066951,t
450191.6079,24582.7581,36269.7892,-3165.6038,-792.0252,0.45009,t
-30363.4707,-4495.5343,13804.697,-728.4286,-1872.1313,0.064818,t
-93512.9328,-2099.0781,17753.4071,2538.7364,-2295.7052,-0.25713,t
-448868.9836,2889.4855,11928.222,716.4541,-2051.347,-0.0019366,t
-735908.3494,9951.0768,16909.0878,-5491.7832,1020.3975,-0.80202,t
113542.7947,-17385.4846,-54305.6996,-1785.9493,3030.4286,-0.025509,t
41567.6769,-16060.1027,-36386.5786,-2340.8955,1933.4929,-0.063695,t
-22735.6832,-7399.7543,4088.5793,-2866.7964,579.7279,-0.47163,t
-67179.8621,3200.8678,33783.3849,-5980.2179,-1812.2119,-0.058645,t
-32298.9958,1302.9716,30279.8364,-8772.4103,-2161.4678,-0.66146,t
78093.7394,3614.9885,39036.5474,-7562.615,-320.3823,0.28477,t
491280.0779,-13073.1326,-16333.5665,-5084.7367,-1876.0564,0.68078,t
482225.2848,-13775.3332,-18682.7451,-4044.6795,-1880.9799,0.12867,t
459724.4286,-16151.9832,-20351.7883,-3479.6675,-1302.9083,0.011484,t
498010.3899,-18865.1423,-4163.5987,-4075.821,-1862.2618,0.11463,t
500065.1033,-19008.5433,-1327.0313,-4105.8655,-2580.7329,0.13152,t
501713.1941,-19054.0935,-1252.2864,-4129.0449,-3421.3699,0.018407,t
496664.4701,-17745.2804,1853.0456,-4162.8348,-2948.8137,0.0047764,t
477374.805,-16730.9459,3717.5899,-3157.7266,-2814.4013,0.045989,t
448949.9607,-6708.6828,17510.6964,-1675.5583,514.1329,-0.042094,t
416104.3805,-1137.7404,26116.0925,-978.7272,-671.1023,-0.22178,t
383698.071,-12381.6996,11020.1397,-778.047,278.3009,0.002455,t
135823.8055,-13959.5729,-10035.7738,-1318.2196,-2202.0795,-0.022343,t
72709.1859,-14755.5393,-20968.084,-2704.8644,-2274.4515,-0.32285,t
23411.1153,-14847.2228,-27234.0494,-506.5339,-1867.8752,0.029717,t
221939.3288,-17410.4444,-24708.7782,-2688.328,299.9197,0.27128,t
159340.0989,-14720.0677,-11982.1646,-1233.9221,-746.0028,-0.052278,t
93400.1414,-9961.9976,3177.9881,-1689.7849,-1315.9589,-0.097001,t
29618.4857,-7975.2317,5982.4986,-2219.843,-2093.9184,-0.051909,t
-21968.7821,1584.7253,31174.8028,-2595.7308,1332.269,-0.57993,t
-50860.2147,33887.1332,92465.4698,-3273.4913,2888.8541,-0.26751,t
-158651.2778,-606.165,18450.7442,-4334.2277,-1048.0064,-0.25294,t
-479703.5031,-8140.1007,-40000.4736,-1000.3067,-68.1568,0.0066642,t
-897047.9675,965.2835,-32354.9998,-6552.6757,-1585.734,-1.4948,t
-740020.3906,-356.0395,-24394.58,-10726.5017,-2404.9496,-0.13509,t
-510719.3951,-779.3502,-6833.6003,-11312.0137,-2169.3919,-0.0020195,t
-309904.4935,2784.082,20294.1043,-7121.6618,-1409.179,0.11754,t
6913.1968,-11298.3947,-121150.4933,-2733.215,2838.0674,-0.082754,t
-55782.231,-16617.459,-64070.5173,-3848.0198,3866.7986,-0.52257,t
-99227.5234,-728.1768,20980.4847,-1323.6801,3151.541,-0.090913,t
-104247.0181,30244.4239,87767.2906,2077.7668,577.9893,-0.48285,t
-73752.8201,46103.6871,110953.3581,2249.2946,-1474.6613,0.030906,t
-316176.1576,-5313.6123,-10553.4226,466.6767,1816.8077,-0.031595,t
-530171.8928,3589.6779,8762.5021,-1532.4892,-1920.1568,-0.045149,t
-773784.8138,2154.6053,-16006.0469,-8858.0004,-1834.4456,-0.62486,t
-713283.9257,3341.2918,-5977.1819,-12863.7925,-2722.9158,-0.71401,t
-525487.8764,4634.0859,12551.7346,-10416.1876,-535.6214,0.028584,t
-317383.9018,24855.7,76263.2979,-7454.4739,2392.5081,0.0022234,t
461617.2027,716074.5765,-396342.6463,101.4867,-8836.1686,0.11781,t
435269.7809,489732.9342,-340931.6366,-377.3231,-254.183,0.089239,t
397582.6923,93173.5642,-157893.3613,-1839.4519,21512.158,-0.00017216,t
363909.1905,-14393.3301,3883.7579,-2525.8228,13433.4288,-0.46121,t
350957.2022,6665.4029,39588.9169,-3306.2923,-457.6659,0.057721,t
330246.2784,10309.0871,45104.6507,-4294.2931,-224.9479,-0.16414,t
289269.6924,26589.9714,65232.3908,-2816.3733,-1263.3488,0.17699,t
247686.7212,10029.5559,48990.2123,-1059.6601,6168.5806,-0.088835,t
199293.8913,-16340.9677,-18635.2307,-1182.4881,3032.266,0.034473,t
-393489.5421,1238.382,9718.1082,-26.1651,-1098.8064,-0.020355,t
-267203.7701,2082.6681,20703.487,-9990.5754,-2708.3363,0.0028472,t
-109491.2716,4033.6793,34100.4055,-10713.2959,-772.5462,0.070793,t
119076.233,-13744.3139,-86100.4981,-2817.3725,23752.9719,-0.20737,t
51525.6392,-13003.2058,-16790.4537,-3021.2122,17233.7036,0.016365,t
-18250.3886,13528.4696,56757.3438,-3568.5124,15743.701,-0.031987,t
-75021.3452,-1943.6874,18604.9406,-3339.7499,3267.0507,-0.53748,t
-121790.1556,45209.1386,110957.8541,-826.3439,6074.6642,0.22589,t
497706.2137,428245.0912,5029.6086,-2964.7426,-2881.4975,0.11988,t
479892.3395,467840.0409,36036.9734,-2234.0933,-10094.3731,0.033912,t
-168742.5361,23209.4894,75143.8546,1856.1709,2104.3247,0.034221,t
-524697.225,-6243.566,-33666.8641,-1422.5334,-1295.3831,-0.031571,t
-837562.755,-3496.9474,-49880.0878,-1204.7168,-1491.8075,-0.96746,t
-641093.5996,-3270.2859,-29599.1757,-4243.4574,-887.3487,0.061477,t
-409252.3125,4963.1943,21184.1121,-7467.6341,-175.5512,0.032009,t
-212766.8325,11199.3807,48438.4994,-7573.745,-2034.5179,-0.024706,t
-41320.5534,8791.6261,47845.3478,-3739.36,-2126.3555,0.0024893,t
110332.9019,209856.8358,213564.7964,-1118.6954,-2106.8196,0.47423,t
-223125.3988,3077.8433,26269.3786,1581.5187,-1797.1036,-0.0041216,t
422483.1027,-12078.2709,11947.2529,-2841.8103,-762.2218,-0.20869,t
388841.6233,-16462.9222,438.8677,-1337.6449,-2798.125,-0.027184,t
353561.4269,-16686.1717,-3273.9948,-504.3373,-2725.4365,-0.17117,t
312703.1525,-16814.9404,-7774.0198,-481.0229,-2815.2235,0.2744,t
39139.3747,-16094.3102,-36672.4198,44.7668,963.8648,0.24402,t
-251.4571,-16603.5469,-49110.6242,2834.5679,655.4944,-0.33114,t
-17691.2655,-10761.3536,-9126.2332,2578.0277,709.4945,-0.35043,t
64693.5063,-16579.9088,-75548.9889,773.8867,1611.7543,0.1562,t
20529.4248,-16384.276,-82386.2576,2917.794,1897.3314,-0.019069,t
-25495.5891,-9777.7508,-5972.7251,2541.5812,4335.8074,-0.22627,t
-43084.3459,9012.3453,48200.7297,2598.1371,-413.7269,0.1372,t
-43168.0197,26110.606,80260.1621,2544.6614,503.7516,-0.23337,t
434296.501,-16407.6481,3333.488,-1142.8462,-3131.2124,0.019395,t
397020.667,-15617.5091,3754.0703,-746.157,-3062.8156,0.017076,t
350076.244,-14675.0716,4025.9056,-540.3054,-2993.8716,0.071684,t
300597.0483,-13880.207,3545.855,-5010.971,-3078.1523,-0.59441,t
173715.1308,-11984.2696,1728.5939,12527.4157,-2151.2337,-0.061318,t
141815.0212,-11696.5551,446.018,8017.1757,-2346.5226,-0.61224,t
122364.9365,-11583.6684,-630.9279,-1189.5274,-2895.0703,1.1662,t
106733.9935,-11307.951,-810.8562,-10709.4184,-3358.0402,-0.8153,t
101042.2041,-15221.4249,-22765.4797,-2022.7555,5748.1178,-0.11875,t
30093.8943,-16738.0993,-76626.0926,-2372.6205,376.1184,-0.07477,t
-38180.5257,-12462.8567,-20024.3501,-1969.5946,2883.3389,-0.069033,t
-105011.0953,234.8225,23944.0185,610.11,-607.0861,-0.070934,t
-164599.7541,2031.7424,26015.0062,1839.5399,474.2688,-0.36136,t
438315.6517,29664.7627,41900.616,-3486.4119,-252.1923,-0.075577,t
399341.1804,19736.3508,45228.7209,-2194.0113,-1703.6728,0.06738,t
448340.9221,-11721.7012,11940.669,-5333.8578,-2539.5491,-0.74668,t
472075.4308,-11429.3466,10756.6342,-5113.1995,-2584.0564,0.00071027,t
