0.8395,0,0.27904,0.8,0.84136,0,0.395,0.8,0.83498,0,0.106,0.8,2.85E-05,0,0.33683,0,0,0.53442,0,0,0,0,0,0.0033957,0,0,0,0,0.80485,0.82161,0.79981,0.10101,-0.38012,0,-0.98423,0,-0.00087847,0,-0.20812,0,0.64778,0.76548,0.2651,0,0.72396,0.64,0.27904,0,0.8395,0.077864,0,0.23509,0,0,0.70476,0.41082,0.58478,0.078983,0,0.52192,0.4096,0.093593,0,0.70464,0.0088775,0,0.066044,0,0,0.49652,v
0.60986,0,0.1793,0.8,0.62692,0,0.201,0.8,0.59184,0,0.152,0.8,0.00058988,0,0.012431,0,0,-0.15489,0,0,0,0,0,-0.00086079,0,0,0,0,0.72701,0.72824,0.72622,0.034354,-0.96534,0,0.12232,0,-0.0059233,0,0.0028977,0,0.52855,0.69145,0.15387,0,0.47506,0.64,0.1793,0,0.60986,0.032148,0,0.10974,0,0,0.37193,0.27523,0.47865,0.024272,0,0.22528,0.4096,0.035138,0,0.37159,0.001239,0,0.013074,0,0,0.13808,v
0.54755,0,0.56477,0.8,0.69229,0,0.601,0.8,0.39254,0,0.445,0.8,0.049846,0,0.057755,0,0,-0.76861,0,0,0,0,0,-0.084635,0,0,0,0,0.81146,0.82942,0.80932,0.10252,-0.98519,0,0.70409,0,-0.095996,0,0.062108,0,0.65847,0.77177,0.54097,0,0.47607,0.64,0.56477,0,0.54755,0.31897,0,0.31035,0,0,0.29981,0.42431,0.5943,0.28431,0,0.23548,0.4096,0.33151,0,0.31282,0.10995,0,0.10388,0,0,0.097899,v
0.67353,0,0.13013,0.8,0.79193,0,0.305,0.8,0.61097,0,0.05,0.8,0.015665,0,0.1774,0,0,0.81891,0,0,0,0,0,0.088595,0,0,0,0,0.77512,0.78044,0.76645,0.079888,-0.96986,0,-0.86706,0,-0.046766,0,-0.11833,0,0.60082,0.73721,0.11907,0,0.55939,0.64,0.13013,0,0.67353,0.016935,0,0.087963,0,0,0.45365,0.35653,0.54477,0.013408,0,0.31237,0.4096,0.017058,0,0.4527,0.0003421,0,0.007736,0,0,0.20495,v
0.73555,0,0.6463,1,0.8573,0,0.714,1,0.42124,0,0.52,1,0.085801,0,0.12571,0,0,0.95942,0,0,0,0,0,0.20449,0,0,0,0,0.84114,0.85595,0.83486,0.096319,-0.94964,0,-0.98514,0,-0.11767,0,-0.12427,0,0.70752,1,0.6417,0,0.66293,1,0.80787,0,0.91944,0.4177,0,0.47709,0,0,0.54104,0.49208,1,0.39705,0,0.4664,1,0.6717,0,0.89899,0.18484,0,0.24776,0,0,0.33119,v
0.85315,0,0.33286,0.8,0.8573,0,0.358,0.8,0.83259,0,0.306,0.8,0.00012792,0,0.015338,0,0,-0.46084,0,0,0,0,0,-0.0013247,0,0,0,0,0.85516,0.85878,0.85645,0.049201,0.75516,0,-0.863,0,0.0025823,0,-0.027176,0,0.73129,0.81333,0.33599,0,0.78172,0.64,0.33286,0,0.85315,0.11079,0,0.28499,0,0,0.72786,0.52564,0.66147,0.10754,0,0.61063,0.4096,0.11266,0,0.72882,0.012694,0,0.082226,0,0,0.53118,v
0.72112,0,0.41526,0.8,0.84136,0,0.429,0.8,0.60141,0,0.386,0.8,0.026658,0,0.0049556,0,0,0.42167,0,0,0,0,0,0.0099464,0,0,0,0,0.87563,0.86206,0.89736,0.00070267,-0.51657,0,-0.97415,0,-0.0030474,0,-0.0020839,0,0.76673,0.8328,0.42921,0,0.67656,0.64,0.41526,0,0.72112,0.17244,0,0.30052,0,0,0.52001,0.57641,0.69268,0.17658,0,0.46082,0.4096,0.17665,0,0.52523,0.03121,0,0.092921,0,0,0.27591,v
0.82796,0,0.22374,0.8,0.87564,0,0.255,0.8,0.72975,0,0.2,0.8,0.011694,0,0.015199,0,0,-0.96087,0,0,0,0,0,-0.026289,0,0,0,0,0.56416,0.59127,0.5418,0.16605,0.96688,0,-0.96928,0,0.058074,0,-0.05582,0,0.31827,0.53656,0.149,0,0.50048,0.64,0.22374,0,0.82796,0.05006,0,0.18591,0,0,0.68552,0.099741,0.28814,0.020765,0,0.25304,0.4096,0.049935,0,0.69333,0.0024942,0,0.034671,0,0,0.48072,v
0.68716,0,0.20604,0.6,0.70424,0,0.245,0.6,0.55676,0,0.159,0.6,0.0052797,0,0.014053,0,0,-0.46553,0,0,0,0,0,-0.0082295,0,0,0,0,0.57022,0.59933,0.54402,0.19742,0.49491,0,-0.93175,0,0.021779,0,-0.056259,0,0.32516,0.40675,0.13868,0,0.41984,0.36,0.15453,0,0.51537,0.042453,0,0.14209,0,0,0.47219,0.10439,0.16581,0.018701,0,0.18009,0.1296,0.024728,0,0.27132,0.0019336,0,0.021237,0,0,0.23268,v
0.87288,0,0.30771,0.6,0.98167,0,0.312,0.6,0.78875,0,0.297,0.6,0.020108,0,0.00033512,0,0,0.91458,0,0,0,0,0,0.0048724,0,0,0,0,0.89695,0.93313,0.87347,0.29618,1,0,0.93951,0,0.10519,0,0.01073,0,0.80452,0.63981,0.32579,0,0.83888,0.36,0.23078,0,0.65466,0.094684,0,0.26955,0,0,0.76191,0.63549,0.40911,0.099456,0,0.70453,0.1296,0.0533,0,0.43018,0.0089786,0,0.07257,0,0,0.58488,t
