1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0.60077,0,0.17091,0.33333,0.60141,0,0.12088,0.28571,0.58865,0,-0.034483,0.33333,2.84E-05,0,0.0072313,0,0,0.00032344,0,0,0,0,0.17767,0.19396,0.15857,0.041177,-0.0012804,0,0.0051322,0,0.031566,0.071068,0.034255,0,0.1124,0.11111,0.076383,0,0.20026,0.029209,0,0.14884,0,0,0.36092,0.001004,0.0050697,0.0010398,0,0.012731,0.012346,0.0050138,0,0.040168,0.0006624,0,0.023659,0,0,0.13069,v
0.57406,0,0.058665,0.33333,0.60141,0,0.10989,0.28571,0.50016,0,-0.057471,0.33333,0.0072211,0,0.039924,0,0,0.027852,0,0,0,0,0.19605,0.20703,0.17933,0.029366,-0.032236,0,-0.042824,0,0.038437,0.078422,0.012975,0,0.11852,0.11111,0.026219,0,0.19135,0.0034415,0,0.04882,0,0,0.32955,0.0014901,0.0061763,0.00074825,0,0.01452,0.012346,0.0029575,0,0.037605,0.00036282,0,0.013099,0,0,0.11457,v
0.51469,0,-0.1159,0.31389,0.58865,0,0.021978,0.28571,0.46588,0,-0.16092,0,0.010423,0,0.013458,0.018449,0,0.020596,0.020192,0,0,0.034925,0.20892,0.21216,0.19842,0.0088876,-0.024623,0,-0.013129,-0.013398,0.043647,0.078692,-0.027315,0,0.11324,0.098526,-0.048776,0,0.16156,0.013432,0,-0.086474,0,0,0.26491,0.0019186,0.0069489,0.00072116,0,0.012813,0.012143,0.0024989,0,0.028997,0.00017331,0,0.0086629,0,0,0.069299,v
1,0,-0.1628,0.66667,1,0,-0.054945,0.57143,1,0,-0.13793,0.66667,0,0,0.0046607,0,0,0,0,0,0,0,0.86192,0.87266,0.84211,0.061277,0,0,0.012369,0,0.74291,0.68954,-0.1583,0,0.90768,0.44444,-0.14552,0,0.66667,0.026503,0,-0.236,0,0,1,0.54991,0.4746,0.019662,0,0.82415,0.19753,0.016207,0,0.44444,0.00043552,0,0.052886,0,0,1,t
0.69351,0.092653,-0.11145,0.66667,1,0.918,-0.043956,0.57143,0.20281,0,-0.10345,0.66667,0.85436,0.14048,0.003284,0,-0.22908,-0.073753,0,0.0085139,0,0,0.87792,0.87739,0.86743,0.021212,-0.072254,-0.042053,0.006977,0,0.77075,0.70234,-0.11038,0.092702,0.64117,0.44444,-0.099617,0.092653,0.46234,0.01242,-0.01289,-0.11204,0.0085845,0.16819,0.48095,0.5997,0.49561,0.0093458,0.023699,0.58947,0.19753,0.0073792,0.015471,0.30428,9.10E-05,0.00032658,0.016718,0.0026651,0.052279,0.49175,t
0.29491,0.56381,-0.095231,0.58333,1,1,-0.032967,0.57143,0.20281,0,-0.068966,0,0.33639,0.82818,0.00088903,0.12175,-0.26165,0.0098535,0.1633,-0.073575,-0.42597,0.015673,0.84636,0.87739,0.77078,0.52391,0.43778,-0.44636,0.01566,0.53555,0.71632,0.59245,-0.090924,0.54382,0.26285,0.34028,-0.074482,0.49333,0.17203,0.0090689,-0.067024,-0.040713,0.31788,0.43523,0.086975,0.52476,0.40691,0.0065696,0.57339,0.061592,0.15361,0.0048738,0.35673,0.029821,5.05E-05,0.0055789,0.0013893,0.40762,0.15594,0.0081792,t
0.20281,0.72115,-0.046582,0.42083,0.20281,1,0.043956,0.57143,0.20281,0,-0.068966,0,4.20E-32,0.98626,0.012332,0.17208,-6.90E-33,-2.67E-32,3.50E-32,-0.10655,-0.082138,-0.062033,0.76661,0.84747,0.68416,0.83531,4.13E-31,0.57525,-0.10272,0.71086,0.5877,0.38714,-0.040285,0.63005,0.16373,0.1771,-0.026284,0.45523,0.08535,0.0021699,-0.041934,-0.013695,0.52006,0.38284,0.041133,0.34664,0.15399,0.0031074,0.37991,0.026915,0.035665,0.0014153,0.14475,0.0074687,3.18E-05,0.0032653,0.00043171,0.34042,0.058455,0.0016919,t
0.21802,0.79117,-0.010653,0.57639,0.47784,1,0.14283,0.57143,0.20281,0,-0.034483,0,0.015504,0.75757,0.019203,0.13,0.033054,-0.0056491,0.029208,-0.11957,-0.22004,-0.11071,0.81616,0.89035,0.7327,0.80137,0.1378,0.15808,-0.12332,0.64377,0.66612,0.56451,-0.0098083,0.73589,0.18739,0.33222,-0.0082327,0.68403,0.12566,0.00011348,-0.010521,-0.0033669,0.62594,0.4515,0.047532,0.44808,0.3677,0.0033674,0.61569,0.032006,0.14725,0.0027208,0.40002,0.016404,2.62E-05,0.0040867,0.00044536,0.50897,0.088351,0.0018597,t
0.71216,0.065681,-0.09062,0.79167,1,1,0.010989,0.71429,0.20281,0,-0.10345,0,0.84726,0.11047,0.015111,0.099708,-0.16856,0.047536,0.45154,-0.032522,0.028447,-0.06215,0.91066,0.9085,0.90426,0.018692,-0.028069,-0.0012855,-0.02144,0.054959,0.82931,0.86513,-0.093096,0.068166,0.68296,0.62674,-0.096189,0.077996,0.56379,0.008212,-0.0074299,-0.093554,0.0043139,0.12243,0.50717,0.68816,0.8245,0.012405,0.013046,0.69268,0.47654,0.014233,0.012357,0.51944,0.00015494,0.00022281,0.023982,0.0010211,0.027786,0.58788,t
0.39992,0.60735,-0.19284,0.79861,1,1,-0.076923,0.71429,0.20281,0,-0.21839,0,0.67555,0.89093,0.009464,0.083819,-0.60321,0.073548,0.14562,-0.10134,-0.26203,0.076487,0.88607,0.9085,0.81376,0.42619,0.70231,-0.55537,0.077237,0.28278,0.78511,0.84915,-0.19276,0.6133,0.37317,0.63778,-0.20649,0.72755,0.31938,0.037189,-0.14621,-0.1118,0.36887,0.63578,0.15994,0.63277,0.79221,0.026195,0.69233,0.16584,0.4784,0.031349,0.68178,0.13027,0.0006772,0.022356,0.013272,0.48556,0.41906,0.049073,t
0.20281,0.68804,-0.31637,0.58333,0.20281,1,-0.087912,0.71429,0.20281,0,-0.26437,0,4.20E-32,0.93787,0.027067,0.30787,4.14E-32,8.45E-32,0,0.31792,0.57194,0.27887,0.81186,0.89181,0.74926,0.7527,3.76E-31,1,0.18314,1,0.65911,0.5683,-0.28975,0.6366,0.1734,0.34028,-0.24744,0.60204,0.11831,0.10009,-0.27173,-0.093016,0.4734,0.36526,0.041133,0.43071,0.34666,0.073297,0.6294,0.030001,0.14168,0.056596,0.4087,0.015079,0.007729,0.083755,0.0091619,0.57218,0.086894,0.0016919,t
0.20281,0.14638,-0.38315,0.45139,0.20281,1,-0.20879,0.57143,0.20281,0,-0.26437,0,4.20E-32,0.28418,0.0022361,0.1363,6.90E-33,-6.69E-31,-5.83E-33,-0.0050081,-0.15369,0.018405,0.73983,0.79524,0.68942,0.36348,4.51E-31,0.33063,-0.019578,-0.17088,0.54735,0.40074,-0.31978,0.12342,0.15801,0.20375,-0.23189,0.099108,0.091548,0.1468,-0.070009,-0.11265,0.021426,0.077706,0.041133,0.29892,0.16705,0.075562,0.038948,0.024993,0.046408,0.040293,0.01972,0.0087269,0.011722,0.0075681,0.011339,0.0083349,0.006451,0.0016919,t
1,0,-0.060096,0.5,1,0,-0.010989,0.42857,1,0,-0.08046,0.5,0,0,0.003711,0,0,0,0,0,0,0,0.29534,0.32952,0.25887,0.1598,0,0,-0.021419,0,0.087223,0.1772,-0.020022,0,0.31101,0.25,-0.040287,0,0.5,0.0036115,0,-0.087117,0,0,1,0.0076686,0.031525,0.00035882,0,0.097323,0.0625,0.0014071,0,0.25,1.17E-05,0,0.0081627,0,0,1,t
1,0,-0.074086,0.5,1,0,-0.010989,0.42857,1,0,-0.08046,0.5,0,0,0.0020214,0,0,0,0,0,0,0,0.33488,0.36932,0.29741,0.16579,0,0,0.011039,0,0.11214,0.20093,-0.027988,0,0.35266,0.25,-0.049667,0,0.5,0.0054887,0,-0.1074,0,0,1,0.012649,0.040489,0.00065162,0,0.12499,0.0625,0.0019915,0,0.25,2.09E-05,0,0.011553,0,0,1,t
1,0,-0.17774,0.83333,1,0,0.13187,0.71429,1,0,-0.18391,0.83333,0,0,0.057302,0,0,0,0,0,0,0,0.87488,0.88116,0.85917,0.041101,0,0,-0.05484,0,0.76541,0.87488,-0.17542,0,0.92132,0.69444,-0.19859,0,0.83333,0.031592,0,-0.25766,0,0,1,0.58362,0.76395,0.044795,0,0.84904,0.48225,0.055997,0,0.69444,0.0022647,0,0.11695,0,0,1,t
0.98311,0,-0.12862,0.8125,1,0,0.21978,0.71429,0.50335,0,-0.18391,0,0.034653,0,0.14452,0.051166,0,-0.037739,0.18368,0,0,-0.074264,0.89406,0.89847,0.88113,0.036558,-0.033361,0,0.078762,-0.040091,0.79935,0.87171,-0.12972,0,0.92562,0.66016,-0.14011,0,0.79877,0.016542,0,-0.1833,0,0,0.9665,0.63618,0.79662,0.055707,0,0.88379,0.48107,0.066679,0,0.69152,0.0040484,0,0.13894,0,0,0.99406,t
0.58623,0.354,0.0052482,0.71806,1,1,0.21978,0.71429,0.20281,0,-0.16092,0,0.90922,0.62105,0.086664,0.087878,-0.68391,0.039827,0.74771,-0.11937,-0.1891,-0.030685,0.893,0.89847,0.84445,0.11654,0.44097,-0.38328,0.042059,0.030431,0.79745,0.76947,0.005287,0.36027,0.5513,0.5156,0.0050527,0.38129,0.42095,2.75E-05,0.0023192,0.0044601,0.12532,0.54321,0.34367,0.65085,0.58077,0.0059026,0.31458,0.44294,0.25209,0.0065645,0.23256,0.24923,0.00078989,0.012201,0.01443,0.15519,0.53613,0.26876,t
1,0,0.46979,0.5,1,0,1,0.42857,1,0,0.057471,0.5,0,0,0.54997,0,0,0,0,0,0,0,0.40143,0.44398,0.34741,0.30248,0,0,-0.48131,0,0.16115,0.24086,0.21275,0,0.42275,0.25,0.31495,0,0.5,0.22071,0,0.68103,0,0,1,0.026475,0.058575,0.04941,0,0.18083,0.0625,0.10429,0,0.25,0.067519,0,0.60504,0,0,1,t
1,0,0.0049288,0.5,1,0,0.24176,0.42857,1,0,-0.24138,0.5,0,0,0.15335,0,0,0,0,0,0,0,0.45053,0.48653,0.40849,0.20343,0,0,-0.20789,0,0.20298,0.27032,0.002505,0,0.47445,0.25,0.0033042,0,0.5,2.43E-05,0,0.007145,0,0,1,0.04136,0.073213,0.010287,0,0.22602,0.0625,0.017368,0,0.25,0.0023937,0,0.10076,0,0,1,t
1,0,-0.23673,0.5,1,0,0.098901,0.42857,1,0,-0.24138,0.5,0,0,0.087396,0,0,0,0,0,0,0,0.49375,0.52743,0.45428,0.18597,0,0,-0.11501,0,0.24379,0.29625,-0.13186,0,0.51996,0.25,-0.1587,0,0.5,0.056039,0,-0.34317,0,0,1,0.059533,0.087838,0.022572,0,0.27117,0.0625,0.031793,0,0.25,0.0055672,0,0.18444,0,0,1,t
1,0,-0.34086,0.5,1,0,-0.17582,0.42857,1,0,-0.21839,0.5,0,0,0.0015849,0,0,0,0,0,0,0,0.53516,0.56664,0.49768,0.17192,0,0,-0.014973,0,0.2864,0.3211,-0.20578,0,0.56357,0.25,-0.22851,0,0.5,0.11619,0,-0.49412,0,0,1,0.08206,0.10313,0.030534,0,0.31837,0.0625,0.036647,0,0.25,0.0069705,0,0.2126,0,0,1,t
1,0,-0.40238,0.48333,1,0,-0.1978,0.42857,1,0,-0.44828,0,0,0,0.021514,0.02435,0,0,0,0,0,0.070939,0.57482,0.60222,0.5394,0.15578,0,0,-0.050248,-0.065935,0.33042,0.3334,-0.26093,0,0.60534,0.23361,-0.26076,0,0.48333,0.16191,0,-0.58331,0,0,1,0.10916,0.11865,0.045009,0,0.36719,0.062197,0.046713,0,0.24938,0.011479,0,0.27173,0,0,1,t
1,0,-0.68982,0.55556,1,0,-0.20879,0.57143,1,0,-0.89655,0,0,0,0.22529,0.069038,0,0,0,0,0,-0.26469,0.61107,0.63766,0.57947,0.12679,0,0,-0.21628,0.15495,0.3734,0.40738,-0.47553,0,0.64351,0.30864,-0.51384,0,0.55556,0.47586,0,-1,0,0,1,0.13899,0.16159,0.18693,0,0.41434,0.091487,0.2078,0,0.30099,0.15647,0,1,0,0,1,t
0.84721,0,-0.10493,0.62222,1,0,-0.043956,0.71429,0.20281,0,-0.10345,0,0.5968,0,0.0022748,0.097586,0,-0.011624,0.60934,0,0,-0.0057646,0.90558,0.90757,0.88918,0.039063,-0.21237,0,-0.0048626,-0.054479,0.82008,0.67617,-0.10719,0,0.80794,0.38716,-0.087538,0,0.52715,0.01101,0,-0.12887,0,0,0.71776,0.67232,0.50211,0.0097255,0,0.82953,0.18141,0.0069598,0,0.38873,8.74E-05,0,0.02172,0,0,0.83668,t
0.81764,0,-0.084102,0.70556,1,0,-0.021978,0.71429,0.20281,0,-0.10345,0,0.63871,0,0.0043653,0.14097,0,0.012017,0.79986,0,0,0.044832,0.91963,0.9188,0.91323,0.012036,0.025991,0,0.008891,0.053434,0.84572,0.77862,-0.087251,0,0.79184,0.49781,-0.07956,0,0.57689,0.0070731,0,-0.099684,0,0,0.66853,0.71062,0.58345,0.0065773,0,0.53838,0.23368,0.0051781,0,0.28638,3.82E-05,0,0.0090274,0,0,0.37779,t
0.70047,0.0082361,-0.062321,0.73889,1,0.29,-0.021978,0.71429,0.20281,0,-0.068966,0,0.69308,0.0041774,0.0015817,0.18855,-0.020652,0.050281,1,-0.002116,-0.0061831,0.055076,0.9283,0.9221,0.9225,0.010931,-0.083903,-0.00054897,0.00040416,-0.017827,0.86173,0.82309,-0.065264,0.0087133,0.68476,0.54596,-0.061741,0.0091284,0.51757,0.0038839,-0.00064074,-0.063283,6.78E-05,0.015101,0.49066,0.74406,0.78418,0.0025075,0.00021808,0.65629,0.40171,0.0024908,0.00019059,0.43703,5.84E-06,9.01E-07,0.0039939,6.17E-07,0.00040525,0.48388,t
0.38205,0.4375,-0.093164,0.75694,0.92586,0.708,0.010989,0.71429,0.20281,0,-0.08046,0,0.53463,0.32362,0.0064109,0.17478,-0.39513,0.10745,0.29131,-0.13378,-0.56311,0.041944,0.95802,0.97007,0.89292,0.27129,0.48192,-0.57164,0.035549,0.52068,0.91781,0.8702,-0.10069,0.47767,0.38545,0.57296,-0.094552,0.49674,0.28919,0.0086795,-0.05088,-0.051598,0.19141,0.43752,0.14597,0.86009,0.9074,0.01108,0.46646,0.17152,0.46249,0.011219,0.39092,0.11373,8.99E-05,0.0049314,0.0040781,0.16853,0.23016,0.036917,k
0.9748,0,0.052464,0.83333,1,0,0.098901,0.71429,0.92586,0,-0.022989,0.83333,0.0056708,0,0.0069726,0,0,0.0014227,0,0,0,0,0.93555,0.93778,0.92282,0.031185,-0.029749,0,-0.0072516,0,0.87526,0.93555,0.055371,0,0.96039,0.69444,0.058619,0,0.81233,0.0027525,0,0.074138,0,0,0.95023,0.76321,0.87362,0.0016594,0,0.92992,0.48225,0.0018147,0,0.66512,7.98E-06,0,0.0036082,0,0,0.9174,k
