1,2,3,4,5,6,7,8,104
-116015.674,-235089.0271,-177576.5369,90271.0436,116239.7655,-25651.4433,2462.165,0.046053,v
365301.4196,-488506.1579,270577.0307,-128318.7097,-27890.843,4770.3128,-4459.2283,0.10444,v
419794.5651,-150852.073,75398.109,-104194.7188,12434.6092,-24195.4964,-1595.694,0.34529,v
247667.7134,-406479.9651,-378225.8002,18123.5535,79171.4707,4819.2199,-4895.2056,0.0081541,v
343618.2787,-170598.5976,-248803.4763,-32136.3102,59873.3462,-10567.0175,-1545.2773,0.34974,v
396473.5064,-394559.4008,12461.5682,-98461.8915,-20273.7536,-13685.673,-2789.52,0.71298,v
264114.479,-455927.864,-174160.6153,-7676.6115,-113651.5729,-14447.2102,2524.6156,-0.074864,v
-84303.9227,-620715.5964,336025.5919,81735.2555,74548.3195,-15733.2372,-8745.1112,-0.54413,v
305649.1868,255943.9807,-97176.1581,-40236.4995,54724.6235,-29775.9716,-283.2299,0.027293,v
351738.6816,306516.7807,-131612.7036,-54006.6838,61356.3125,-31378.5276,1149.1236,0.55079,v
407251.9067,195550.3006,-404459.082,-49195.3789,60730.7546,-40024.7655,1076.5692,0.98205,v
202784.9728,-159972.9878,-862194.0607,36698.2435,-87184.5099,-32884.7988,4153.8257,0.52312,v
-97156.1303,261454.7014,96763.7188,41568.3862,47642.2209,15596.971,1635.7747,0.70772,t
83162.867,308159.7052,-139997.7555,9781.7199,51353.7232,25112.5883,-2845.4465,1.1485,t
57705.6305,248405.3059,27914.2199,17064.1733,-55611.7072,-3375.6544,-309.446,-0.17271,t
-240393.6884,-33439.4631,102329.5341,90313.6613,-36599.958,109.3281,8939.0649,0.10837,t
17755.2681,-282636.942,308214.9926,41490.0883,11409.4515,16280.4718,6041.4633,0.42616,t
-3470853.965,-385774.4875,-233086.0169,-718882.0844,-26312.7714,-3271.4858,-1562.9627,0.25399,t
-134927.2388,292272.4766,66372.1711,44116.6672,-64043.4256,2706.5259,1244.9467,0.37877,t
-666817.2536,55335.4965,-159104.0711,74194.4471,-89899.1069,4879.4188,3812.9963,0.24792,k
430926.967,207041.0116,12463.3835,-91948.9129,-41729.1383,3664.5411,539.2193,0.71262,k
605640.0704,72036.7016,-47952.2575,-175471.5534,-20392.3074,10882.2046,-1348.9663,0.38784,k
349378.9582,455512.2613,-122053.2427,-60095.6412,36511.2936,1740.9099,-1605.921,0.97237,k
327382.2792,230533.0105,-172852.4791,-40342.3557,-65008.8569,-11230.4078,2188.8789,0.043248,k
325677.3451,-489504.5607,102210.2774,-77680.8193,-4969.9761,17719.2752,-2420.3103,0.51054,h
-349097.8493,-77911.9116,-173929.9819,95554.6447,-8317.648,13028.8086,1779.9917,0.42304,h
391492.4742,104866.2995,-8486.1418,-74483.4155,32658.8607,-22159.2484,249.7582,0.87946,h
640301.1479,-19188.9363,-402029.4041,-151037.9572,-31074.5641,-1961.1258,6069.753,1.0292,h
445489.0991,6232.0861,-347346.634,-62753.3681,-67271.0977,21953.4795,-30.4747,0.92419,h
-157854.7137,-646366.7911,-362615.8222,135728.2377,-105132.424,31068.8298,-6328.9175,0.048484,h
213581.357,662857.3078,101838.8378,-48098.0275,3315.1865,10632.3259,-2750.428,0.76489,t
-448131.3131,337199.5547,-170880.1636,40457.857,30741.3701,14520.5634,407.1275,0.11977,t
-83168.7035,-50909.9485,133372.2355,65449.3596,-35214.1345,4862.4285,-3092.3615,-0.060679,t
75888.0632,281744.8399,-72226.0371,12739.7875,-17914.7435,11316.0828,-2515.3331,0.24345,t
-326968.1034,580484.1941,77286.0658,26688.2861,-96281.6413,-12964.7817,4364.5371,0.69141,t
129624.6484,-1306880.581,54062.4896,-36080.3933,-42169.9883,23139.2485,-9293.9585,-0.2104,t
