1,2,3,4,5,6,7,8,104
467287.8277,-290290.8711,-1086045.782,-5616.605,153139.152,61757.8855,9396.3703,-0.59775,t
-268790.8086,279974.337,-86854.2654,52402.6853,-46533.3417,-4675.6096,4162.9584,0.092225,t
409712.6213,519403.877,59077.5205,-92531.7026,26862.8098,13985.4081,-3409.3647,0.73769,t
-31404.5629,726620.8292,151367.0608,-11887.6161,385.618,3382.3434,-3927.8261,0.38268,t
87485.2849,-314431.8332,88228.4919,35674.3016,-28419.7316,24259.3733,302.5794,0.50199,t
141130.5059,361289.4668,313110.7523,-20936.1543,-37324.6202,-778.4256,-3472.3635,0.58299,t
5403.1578,247737.3716,255375.4939,21579.1069,-251.7948,2040.7123,-4425.0573,0.018636,t
-169900.13,-82538.8353,271277.4837,81936.9537,-11272.8306,915.4116,-2346.3176,0.39769,t
-217074.2016,-266385.4103,-41848.7145,108946.683,-47800.7257,9766.513,-2073.6306,0.43001,t
448886.4236,-71903.7615,320195.2539,-148565.0532,-66328.3362,-4150.1721,9120.0036,0.25008,t
-87903.2034,454046.3428,251893.5172,22617.3964,-23713.4014,1898.2242,-1780.2907,0.10763,k
-290577.1241,-547672.544,262365.9186,141193.603,35593.0452,17876.6181,-10849.7718,-0.087901,k
-36853.8585,111750.1297,26452.7372,45771.784,-23010.0283,6659.393,-1748.3063,0.19994,k
384467.3677,340007.3833,36112.6909,-77874.9785,27221.6823,13794.6947,-2854.7055,0.64325,k
379382.8994,444326.4764,137919.4854,-86411.6788,28492.7941,7015.372,-3016.1426,0.99259,k
241729.2612,187318.8543,191705.4801,-36950.6616,-49126.1853,2805.5079,-2259.454,0.5512,k
-327318.2312,454092.4868,70415.3491,41586.6211,-7379.9645,8031.0354,-2152.9437,0.40466,k
115571.2936,443255.7496,-110009.0722,-7269.0403,-21784.3878,5765.1861,-1030.4424,0.74894,k
169785.7931,283624.2086,102381.5098,-14005.4818,-26885.5123,5065.1612,-1474.0232,0.33279,k
-176702.0916,624501.7354,-357.1688,9355.0185,-17516.5458,2031.8857,-611.709,0.73145,k
-371854.7532,582119.048,-34204.665,19298.3344,-7601.5062,2322.3287,-1491.2029,0.3333,k
-2107.1441,408447.6763,-41334.5996,13959.0896,-5466.2612,-415.5458,-2707.1563,0.23578,k
196117.9555,428481.4801,-22059.6753,-24080.7053,-26770.6206,4095.0819,-1500.0917,0.73884,k
332279.7195,162901.0752,-165123.2177,-40087.8121,-44500.7043,9631.6644,-1561.6358,0.19556,k
283391.4502,468006.361,125519.0082,-55922.7297,36998.8828,2418.8,-2537.2798,1.3688,l
-141057.7263,305703.3065,-13732.6148,41765.4269,11586.8544,-4946.3013,222.3774,0.67602,l
-121317.4786,234142.1815,-11197.0637,46781.5116,53761.2407,-1104.44,-4037.4527,1.2232,l
303056.5509,-57111.805,17468.0847,-41040.8476,-31026.0362,10489.2174,-2026.4455,0.5572,l
375106.9904,-72538.2391,61773.6008,-76992.2838,-19245.0958,7836.6475,927.5409,0.86182,l
-114117.7388,-94270.8273,77095.0872,75924.5065,-13140.7616,11693.9383,-4600.1992,0.93893,l
-186524.5095,-21807.1018,205890.0459,80955.6453,5514.8573,7835.3391,-510.1382,0.34236,l
-485620.9557,166927.7274,100842.6979,85420.0764,-12794.4776,-782.4986,-2782.3152,0.92524,l
-457956.8255,539887.5583,697.6514,27554.4669,16585.3409,-3655.9133,743.1094,0.90993,l
43995.8378,131584.9516,25052.4879,28541.6117,-50990.3782,-3449.4625,21.2602,0.51072,l
330871.548,488430.1376,16984.3721,-64190.9055,34725.7108,398.5631,-2260.6051,1.2637,l
183782.5187,133731.9452,10557.5008,-5280.3033,-54740.2114,-3008.9943,-228.044,0.96106,l
38757.2796,226707.8459,184609.4546,17948.4746,-11102.5278,-5497.5159,-2417.4719,0.79579,l
-367925.9898,281976.8835,-260762.5707,41902.6343,-20595.873,4411.6695,454.5683,0.85956,l
-474107.6935,342781.3044,50424.6874,58531.1006,-5763.7591,-4550.4593,300.4984,0.57532,l
90592.0117,16790.2468,58708.6014,23324.9263,-36670.7456,-50.9122,-546.2799,0.32944,l
-60691.8507,335342.914,84206.1304,29520.0542,4073.9141,1735.9981,-2060.9711,1.0865,l
153198.1196,245154.7546,31980.5456,-4534.0737,-423.9539,-126.0115,-2308.9684,1.076,l
-424877.2619,406577.4759,-113529.0595,36715.5115,-14284.6201,-4045.1771,1861.7239,0.78742,l
26942.0078,48176.3041,-29919.7227,39569.5575,-28840.8659,-3431.4719,-503.2058,0.62024,l
-156295.1461,185601.6253,-180784.2344,52476.7531,-92454.5369,-9983.9775,3979.4176,0.90739,l
-13067.0789,-93393.6871,-78140.5475,59451.6228,-19713.2486,5057.9984,-608.3314,1.316,l
253617.5812,-175474.9656,-205834.2333,-1685.5692,-34121.0587,565.7687,275.1466,1.2582,l
181566.6877,232054.487,-176624.512,-2168.0746,-76786.5259,2262.0814,1425.1599,0.61748,l
145232.6816,-363905.3915,-8733.7365,24289.3795,-61303.513,-2146.7563,4188.6297,0.95168,l
-430664.669,-321744.4213,-307669.4073,120258.9032,1418.5778,13738.9505,1914.3123,0.358,l
-233821.4322,-239189.495,-220234.5643,105340.3543,-28447.927,-27365.9001,-2573.6562,0.34062,l
189674.3513,-409822.1035,-264515.3903,30258.6396,-41763.5174,-15689.4657,-1691.3203,0.20978,l
497788.6419,-389374.2106,-434612.6272,-91516.2368,-66276.7936,-4608.1894,530.2335,-0.11068,l
217346.9425,-881679.6372,194981.7052,-62664.7722,-32562.968,26308.3515,4352.4334,0.22153,t
-149523.8986,150031.4617,414323.1491,56895.3456,-8870.5214,11782.9829,3444.5346,0.66093,t
170931.3841,-13834.1448,-201408.3111,16181.8709,11703.8925,19547.2026,-2931.3132,0.053682,t
116620.618,265962.0797,145707.9057,-1787.0109,44652.4642,24393.1098,3407.4881,0.75929,t
-768625.2471,659613.7635,211523.9633,20518.2172,40233.3689,10718.7784,7191.1997,1.0896,t
492982.8545,-837668.3575,113680.9466,-272798.9408,-16080.0448,26763.9622,512.6761,0.41416,t
-144989.6177,667768.0749,-126624.1882,-3225.8899,-75473.986,-4115.1119,2123.6302,0.67677,t
-481178.8206,193554.8145,211958.4934,88196.408,23301.9942,14384.3664,3142.1483,0.7995,t
-81784.5028,640820.7121,248616.3937,3818.7558,35087.7186,12746.2038,-2136.9033,1.1117,t
-224350.4545,467629.2086,86861.4307,34171.6984,28703.4744,12531.997,-2461.6323,0.95918,t
-137390.8009,-321744.8874,595824.2749,72238.4955,64157.8061,23031.9676,6208.7894,0.47074,t
144602.2827,154086.3101,295774.1906,-12060.6338,-21722.8325,10036.6235,-2510.1417,0.1746,t
154168.8082,653653.0411,123909.5012,-35016.5209,-97536.2608,-3256.9592,1786.5943,0.70267,t
-838629.3597,20088.135,475998.2686,135876.3959,60980.2225,-153.6801,15536.6217,1.0649,x
190960.1976,-168288.2386,259636.3162,-19954.166,53568.5366,-3783.1452,3262.7307,1.0946,x
-23868.8496,-563178.2951,230686.1124,67939.8836,52395.865,-584.4151,9627.4955,0.70791,x
67102.8617,-585564.6058,211464.3471,34274.9665,20416.4251,-83.1384,2764.4603,-0.20604,x
-256589.8077,101328.8938,-836550.8465,9112.4789,132003.9307,30546.6198,2632.8808,0.45733,x
-43134.955,-1073690.214,263469.1378,66471.9052,-11017.754,14918.7095,5683.2192,0.39942,x
523286.6963,24265.4974,254052.5008,-175735.3757,43608.777,-10699.9822,1081.1866,1.1849,x
293163.0753,-988870.9754,395012.5594,-178782.9491,12240.4608,-4050.0723,2664.5952,0.24336,x
375545.0062,-192571.7688,347519.4593,-120375.838,71001.4826,-8226.2721,4124.583,1.1472,x
-1520385.45,-261484.0596,84566.7558,52161.2282,70356.7071,-20082.911,-4346.7998,-0.14283,x
445578.0908,-180560.0723,280075.0505,-150682.1715,78447.4614,-15643.7565,3533.7509,1.1198,x
64145.0451,-93168.3159,43261.1172,36277.6218,88606.4622,-21957.8885,984.4598,1.0737,x
287689.0708,-32944.7919,-34522.9995,-31071.1666,50229.7647,-20999.7008,1280.8446,0.8967,x
63039.0279,-171334.3597,101059.4937,37651.1378,-23378.6722,-30220.7794,926.7574,0.26013,x
389525.3397,-202227.8486,153068.5376,-101774.2485,74943.734,-8648.0664,-1184.3018,1.3713,x
202171.8454,-199639.1647,228199.3932,-21187.0306,335.8607,-20054.4573,1843.395,0.88126,x
223426.5303,183467.5212,-63773.1135,-15265.5073,60401.4746,-12990.5555,-2164.1452,1.4343,x
192395.6018,-157502.7574,118206.3045,-7374.875,37940.2903,-15630.0016,-1535.8363,0.64675,x
-614602.2532,-383335.5386,-115610.9292,143903.3744,-4711.5182,-13780.0687,-443.18,0.51647,x
156750.9017,-492759.0116,59434.2681,12932.3706,5399.7018,-16792.3212,682.502,1.0021,x
-202550.6516,-241422.1972,161153.4594,102422.541,74744.7225,-11052.4055,3401.6505,0.82153,x
-641191.6206,-691576.89,101427.4549,199422.2322,21253.9977,-10730.218,-7801.9931,-0.049368,x
-146625.3196,-22091.9058,-131635.3276,74266.7888,70452.59,-16463.8322,-2267.4861,0.83717,x
306436.7618,-58046.7767,-157691.683,-27211.2564,76643.1917,-13052.2363,-1770.6787,0.35813,x
234183.793,121285.0637,-392577.2735,-117.2303,77802.4573,-16037.0156,-1233.6594,0.97084,x
-736812.6659,-199900.6782,-480238.858,59535.5678,102412.6696,-2468.8172,-3578.4969,-0.10753,x
-160196.9743,-560880.8452,-260547.3738,127763.9955,-62661.8275,-14497.2787,2933.1104,0.7965,x
-207664.4108,-430106.6034,-153630.1242,123058.6764,-81033.8203,-20286.3248,1755.0342,0.9304,x
17048.6911,-821933.3935,-42724.5049,79815.3274,-48931.993,-13947.7249,-4184.9917,0.29008,x
