1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
0.78712,0.15628,-0.46537,0.72036,1,0.83495,0.82742,0.57143,0.21053,0,-1,0.63333,0.91933,0.17416,0.3009,0.20079,-0.3179,0.43178,0.51356,0.12584,0.1138,0.52232,-0.17431,0.48119,0.40816,0.12497,0.056801,0.49752,0.87624,0.92864,0.19447,0.66092,0.36141,0.57101,0.68828,0.75225,0.37407,0.50545,0.48684,0.45825,0.83189,0.65457,-0.45135,0.14215,0.7164,0.38945,-0.37817,0.11839,0.5415,0.1745,-0.1761,-0.32895,0.021699,0.10936,0.50057,0.5078,0.30658,0.34849,0.30407,0.59921,0.63367,0.49007,0.43254,0.39335,0.83217,0.84606,0.39125,0.5653,0.71032,0.90461,1.39E-16,1.19E-16,0.014311,3.36E-17,0.070148,-2.93E-16,6.17E-17,0.075787,1.14E-16,-0.022329,0.7392,0.64695,0.71199,0.71196,0.71999,0.18568,0.23367,-0.60776,-0.51928,-0.57593,0.25495,-0.088684,0.6119,0.65358,0.58265,0.35351,0.21722,0.52451,0.35583,-0.15974,0.44725,-0.28429,-0.13583,t
0.86375,0.11153,-0.27036,0.74895,1,0.92353,0.43358,0.57143,0.052632,0,-1,0.6,0.84113,0.15734,0.21156,0.29503,-0.28286,0.64768,0.037014,0.059083,-0.27135,0.20027,-0.14101,0.57892,0.034109,0.046763,-0.15605,0.19389,0.88141,0.91522,0.19093,0.58943,-0.26012,0.67121,-0.020617,0.80639,-0.2432,0.53331,-0.011547,0.56234,0.86954,0.70717,-0.27248,0.10542,0.8169,0.43489,-0.23597,0.090745,0.6382,0.060843,-0.075426,-0.21664,0.011417,0.088472,0.62268,0.69248,0.33641,0.44611,0.30772,0.63402,0.8365,0.52055,0.53599,0.38534,0.85234,0.90142,0.36896,0.46362,0.7439,0.90222,4.70E-16,0,0.24282,1.30E-16,-0.015241,-2.84E-16,-1.91E-16,0.34522,0,0.011191,0.72964,0.55578,0.65502,0.6954,0.69937,0.16774,0.43036,-0.6931,-0.67471,-0.69669,0.32096,-0.13367,0.68951,0.67443,0.69688,0.45258,0.38356,0.50948,0.2261,-0.40252,0.60397,-0.45871,-0.17191,t
0.80876,0.29107,-0.28828,0.71598,1,0.93663,0.87337,0.71429,1,0,-0.49,0.2,0.75501,0.35809,0.13084,0.32784,-0.47008,0.14365,0.44471,0.22245,-0.20346,0.4152,-0.33495,0.095669,0.40929,0.20888,-0.18607,0.33323,0.89241,0.95452,0.14548,0.51083,0.028511,0.80212,0.69659,0.87177,0.023511,0.89507,0.28564,0.59658,0.86003,0.66041,-0.28381,0.26876,0.7472,0.38347,-0.23207,0.21844,0.55118,0.06674,-0.20251,-0.20868,0.07503,0.2086,0.52673,0.60391,0.33924,0.29136,0.40042,0.5844,0.75611,0.54406,0.36284,0.51971,0.81429,0.84596,0.56788,0.37093,0.71533,0.9044,1,1.46E-16,-0.013517,0.22357,-0.082876,-1,-1.24E-17,-0.1655,-1,0.21826,0.74442,0.79735,0.68088,0.71347,0.72335,0.086806,0.31704,-0.66445,-0.70023,-0.6831,0.36323,-0.005171,0.66221,0.70116,0.68565,0.42745,0.12222,0.5895,0.2552,-0.21545,0.33162,0.38021,-0.0085591,t
0.80655,0.16707,-0.42362,0.76763,1,0.85111,0.30805,0.57143,1,0,-1,0.53333,0.82639,0.21076,0.24627,0.25357,-0.33483,0.70228,0.29888,0.21685,-0.23753,-0.56236,-0.19148,0.67131,0.25309,0.21432,-0.14656,-0.54458,0.91305,0.93876,0.51299,0.3975,0.49227,0.15871,0.47457,0.62879,0.37463,0.11986,0.23551,0.33383,0.94204,0.75802,-0.4465,0.16515,0.79776,0.46123,-0.38258,0.14066,0.61665,0.1508,-0.17873,-0.32,0.025865,0.12494,0.54815,0.72839,0.35075,0.29377,0.31428,0.62282,0.87152,0.53758,0.34961,0.38982,0.82933,0.85193,0.42997,0.51169,0.75866,0.91212,-0.25147,3.37E-17,0.2155,0.28994,0.90336,-0.53086,0,-0.11967,1.09E-16,-0.33616,0.71615,0.64523,0.67922,0.69174,0.6955,0.16767,0.5151,-0.4784,-0.57652,-0.7583,0.35149,-0.30813,0.49553,0.66505,0.75365,0.40016,0.20868,0.6959,0.28278,-0.21955,0.44642,-1,-0.23041,t
0.89392,0.056386,0.027948,0.62554,1,0.80932,0.99,0.85714,0.78947,0,-0.83526,0,0.78224,0.074018,0.34131,1,-0.22662,-0.069169,0.1275,0.037048,0.016262,-0.26862,-0.074725,-0.075731,0.2086,0.025546,0.011809,-0.60816,0.67104,0.67364,0.074825,0.53937,-0.27115,0.35791,-0.47734,0.69426,-0.23387,0.18658,-0.32485,0.85264,0.67746,0.60443,0.028824,0.054541,0.86517,0.40779,0.027385,0.051507,0.74152,0.00087391,0.0052986,0.031153,0.0039226,0.062224,0.89649,0.93114,0.8688,0.7528,0.31046,1,0.83668,1,0.67281,0.28918,1,0.92103,0.2519,0.5766,0.68361,0.71188,0.18947,6.33E-18,-0.057567,0.0401,0.04942,0.099968,0,0,-0.23262,-0.71936,0.57035,0.347,0.38892,0.52477,0.52131,-0.062497,0.54406,-0.5299,-0.67539,-0.52939,0.56419,-0.38003,0.52634,0.66333,0.52942,0.50718,0.70113,0.43658,0.28939,-0.46926,0.82462,0.49785,-0.019428,t
0.83989,0.26261,-0.17977,0.68611,1,0.82726,0.741,0.57143,1,0,-0.958,0,0.79853,0.34215,0.4281,0.30911,-0.44552,0.45373,0.27075,-0.044826,-0.10608,-0.44455,-0.31912,0.56212,0.24883,-0.074426,-0.092079,-0.62668,0.78608,0.65905,0.087822,0.3479,-0.22895,0.03773,-0.10975,0.69029,-0.16024,0.033962,-0.067182,0.37853,0.48895,0.40847,-0.11423,0.1565,0.50084,0.25803,-0.10162,0.13839,0.40192,0.019017,-0.083486,-0.099025,0.044751,0.14321,0.41624,0.39557,0.25568,0.23856,0.25727,0.42149,0.67605,0.55973,0.40551,0.45578,0.80165,0.87683,0.55256,0.6485,0.68608,0.79122,-1.90E-16,0,-0.086501,0,-0.030906,-1.20E-15,0,0.13138,0,-0.0678,0.97268,0.95294,0.85517,0.93036,0.94858,0.12498,0.24999,-0.81848,-0.86024,-0.98537,0.56797,-0.075498,0.82503,1,0.98547,0.44337,0.12949,0.36626,0.4478,-0.35191,0.34853,-0.3047,-0.3126,t
0.85046,0.098981,-0.39407,0.78843,1,0.85226,0.353,0.57143,1,0,-0.985,0.46667,0.80133,0.13164,0.28023,0.27268,-0.27496,0.29814,0.13676,0.043336,-0.16812,0.57967,-0.12238,0.29936,0.11826,0.03611,-0.085018,0.62096,0.8782,0.8853,0.28569,0.39584,0.20613,0.13853,0.46899,0.7138,0.15415,0.082504,0.24775,0.39216,0.85126,0.73146,-0.39023,0.091925,0.79031,0.47527,-0.35705,0.083606,0.65235,0.12747,-0.096218,-0.3066,0.0088679,0.07624,0.59531,0.68427,0.32858,0.34736,0.26542,0.63471,0.8382,0.51559,0.42321,0.33704,0.86526,0.88608,0.33728,0.54029,0.77956,0.88013,-0.070957,0,0.30491,0.29685,0.86358,-0.0017394,0,0.037196,-1.12E-16,-0.31041,0.73654,0.53233,0.68887,0.70847,0.70808,0.10953,0.51274,-0.63036,-0.53116,-0.7643,0.38769,-0.32432,0.63149,0.64703,0.76031,0.4429,0.38045,0.56902,0.28883,-0.39294,0.60678,-0.79325,-0.31901,t
0.76487,0.29357,-0.20398,0.74741,1,0.74858,0.33668,0.71429,1,0,-0.438,0,0.85595,0.35004,0.10726,0.2103,-0.41514,0.50069,0.33667,0.351,-0.038464,0.10764,-0.31139,0.32146,0.26424,0.29505,-0.027855,0.062649,0.9693,0.9527,0.79859,0.35748,0.22175,0.6843,0.44825,0.76161,0.16287,0.63156,0.13922,0.3492,0.9373,0.69173,-0.2015,0.27199,0.70905,0.38603,-0.15835,0.21246,0.50269,0.030869,-0.13351,-0.12901,0.070507,0.18381,0.43521,0.43564,0.30507,0.18445,0.31095,0.5448,0.59045,0.52966,0.24866,0.43689,0.82176,0.82077,0.56211,0.33094,0.73659,0.96001,-9.80E-16,2.39E-17,-0.030175,-0.16424,-0.082144,-4.78E-16,-1.34E-17,-0.021793,0,0.055515,0.78883,0.8448,0.70512,0.76881,0.78329,0.17037,0.36409,-0.62722,-0.80094,-0.61611,0.36713,-0.25193,0.63402,0.79503,0.62501,0.36792,0.1046,0.22117,0.73947,-0.079572,0.3125,-0.099476,-0.28304,t
0.80343,0.1534,-0.36594,0.75841,1,0.78942,0.44874,0.71429,1,0,-0.519,0.53333,0.83804,0.19372,0.1075,0.22585,-0.31668,0.40765,0.6071,0.15215,0.096335,0.17326,-0.17485,0.25926,0.48859,0.095253,0.053783,0.10462,0.97903,0.9272,0.40597,0.46177,0.25531,0.61773,0.39534,0.76414,0.21089,0.48203,0.13971,0.41267,0.98593,0.73099,-0.37648,0.14801,0.77565,0.40983,-0.29723,0.11615,0.55245,0.10244,-0.12905,-0.25066,0.019849,0.10402,0.49512,0.46507,0.31129,0.21502,0.25372,0.55161,0.61133,0.52415,0.28112,0.34573,0.80694,0.8506,0.41162,0.34802,0.74807,0.97845,8.77E-16,2.58E-17,-0.30328,0.15928,0.066243,-9.26E-16,-2.03E-17,-7.93E-16,1.20E-16,-0.03867,0.77479,0.66372,0.72868,0.7499,0.76243,0.20303,0.5564,-0.62129,-0.589,-0.59051,0.30885,-0.37866,0.62736,0.76637,0.60159,0.38833,0.21132,0.29985,0.37052,-0.20235,0.45217,-0.029797,-0.10451,t
0.87698,0.10043,-0.17528,0.64924,1,0.78426,1,0.57143,0,0,-1,0.46667,0.82702,0.12281,0.37038,0.22002,-0.31382,0.73246,0.8393,0.0046574,0.041135,-0.57067,-0.13705,0.85898,0.66229,0.0043092,0.018048,-0.63131,0.85044,0.98068,0.26998,0.60474,0.039644,0.56569,-0.55963,0.73017,0.037227,0.40222,-0.42009,0.44539,0.82243,0.60093,-0.17317,0.093057,0.81305,0.33202,-0.13473,0.07197,0.57069,0.025982,-0.044738,-0.14488,0.0094062,0.082183,0.65216,0.71994,0.34175,0.48527,0.27224,0.70902,0.85598,0.52048,0.57387,0.33554,0.93816,0.91115,0.3261,0.60362,0.64473,0.87618,-6.61E-16,0,0.060953,-3.20E-17,-0.082275,-4.19E-16,-1.88E-16,-0.0063707,2.17E-16,0.03701,0.72159,0.52679,0.61719,0.67358,0.68714,-0.030844,0.50068,-0.65817,-0.49596,-0.68022,0.60545,-0.33804,0.65733,0.65676,0.68238,0.50758,0.37993,0.48746,0.30781,-0.48072,0.60046,-0.21424,-0.10244,t
0.82896,0.32101,-0.24499,0.77777,1,0.85326,0.278,0.71429,1,0,-1,0.76667,0.88807,0.37232,0.14616,0.21473,-0.48572,1,0.51085,0.23366,-0.16746,0.052881,-0.38273,0.76339,0.41267,0.23646,-0.12638,0.036304,0.96933,0.9766,0.30044,0.56531,0.31603,0.36543,-0.098617,0.79842,0.29733,0.4374,-0.044961,0.46518,0.98442,0.756,-0.25417,0.31235,0.80707,0.43902,-0.20786,0.2539,0.5954,0.046765,-0.18415,-0.17636,0.088537,0.22877,0.53687,0.59822,0.31497,0.31465,0.32717,0.60018,0.77201,0.52068,0.40389,0.43769,0.862,0.8772,0.58193,0.38686,0.76565,0.97898,-2.15E-16,-1.14E-18,0.26553,-0.15638,0.012866,-4.55E-16,3.19E-18,0.15446,0,0.018582,0.76664,0.83857,0.688,0.74029,0.7491,0.18864,0.45853,-0.7085,-0.55529,-0.72643,0.29413,-0.21911,0.70572,0.72704,0.72727,0.39379,0.09905,0.80115,0.38876,-0.27834,0.29997,-0.79152,0.11163,t
0.78433,0.22777,-0.26987,0.76431,1,0.79584,1,0.71429,1,0,-0.609,0,0.9093,0.29714,0.20071,0.37026,-0.3519,-0.044463,0.22266,0.32149,0.17974,-0.10689,-0.25066,-0.040249,0.23899,0.3406,0.15912,-0.11291,0.9189,0.91744,0.13099,0.59679,0.10872,0.45847,0.30362,0.86703,0.10635,0.50372,0.16667,0.68155,0.94809,0.75477,-0.28445,0.22516,0.7758,0.45435,-0.24114,0.18973,0.59329,0.060815,-0.15425,-0.19699,0.047769,0.16459,0.51508,0.54537,0.38107,0.36336,0.37487,0.65556,0.6567,0.58777,0.43519,0.46793,0.87849,0.84268,0.51329,0.45206,0.76339,0.93646,0.029813,0,-0.095846,0,0.025489,-5.65E-16,0,-0.10108,0,0.0088015,0.71687,0.71931,0.65303,0.69522,0.69994,0.15328,0.56235,-0.6549,-0.49818,-0.57817,0.33395,-0.23974,0.65214,0.68852,0.58419,0.36095,0.16156,0.66377,0.47415,-0.14005,0.3911,0.44433,-0.3185,t
0.81625,0.24376,-0.2759,0.77355,1,0.84347,0.91832,0.71429,1,0,-0.99695,0.6,0.91414,0.30304,0.31147,0.22985,-0.39409,0.24943,0.42077,-0.23321,-0.063673,-0.16615,-0.28423,0.28201,0.35679,-0.31083,-0.044853,-0.17227,0.88179,0.9216,0.242,0.52393,0.19605,0.43021,0.38757,0.79981,0.18016,0.44725,0.24833,0.46413,0.90274,0.75796,-0.28855,0.2391,0.80111,0.48123,-0.25799,0.21249,0.64614,0.065723,-0.1745,-0.21671,0.056573,0.18955,0.57682,0.63618,0.35559,0.49165,0.42074,0.71759,0.74085,0.53044,0.56946,0.50791,0.92999,0.86945,0.51978,0.5591,0.76267,0.89612,-0.028832,0,0.18381,-6.27E-17,-0.0031564,-4.10E-16,1.84E-16,-0.087353,0,-0.0071977,0.70124,0.71824,0.63514,0.67617,0.67645,0.15487,0.24138,-0.63399,-0.51586,-0.63242,0.38257,-0.02742,0.63477,0.65076,0.63534,0.37487,0.14451,0.38263,0.34672,-0.24596,0.3661,0.18561,0.01118,t
0.81352,0.19406,-0.28837,0.69088,1,0.89774,1,0.71429,0,0,-1,0,0.94958,0.22636,0.27515,0.4904,-0.35677,0.16408,0.63203,0.17495,0.13718,-0.12693,-0.22666,0.17772,0.79784,0.18941,0.12199,-0.18068,0.79834,0.96626,0.16057,0.83135,0.21254,0.58199,-0.20527,0.83033,0.25075,0.6587,-0.15572,0.88657,0.78633,0.6513,-0.29016,0.18314,0.76817,0.40791,-0.25592,0.16055,0.6112,0.076297,-0.1543,-0.23989,0.038103,0.15982,0.60887,0.7796,0.45843,0.50479,0.38572,0.76876,0.8543,0.6435,0.55019,0.43817,0.93753,0.871,0.44755,0.52737,0.70384,0.85398,-4.27E-16,-1.16E-16,-0.22469,0,-0.037122,-6.43E-16,-2.17E-17,0.099801,0,0.0069115,0.66573,0.64079,0.60405,0.63216,0.63435,0.033138,0.2675,-0.61015,-0.52638,-0.62889,0.45758,-0.11544,0.60866,0.66151,0.62909,0.37261,0.16517,0.64068,0.45689,-0.23894,0.39158,-0.28599,-0.32451,t
0.82363,0.22534,-0.05797,0.78758,1,0.94463,1,0.71429,1,0,-0.80368,0,0.88968,0.30596,0.47578,0.26619,-0.37228,-0.5147,0.13533,0.063702,0.051883,-0.34744,-0.26616,-0.70956,0.12183,0.10544,0.03952,-0.47916,0.89718,0.91416,0.45928,0.42617,0.33953,0.23254,-0.25232,0.78058,0.2776,0.21908,-0.18021,0.43965,0.93453,0.78518,-0.061687,0.22489,0.82246,0.49884,-0.055189,0.19999,0.66381,0.0029015,-0.033894,-0.045945,0.048344,0.17681,0.58729,0.73172,0.39801,0.38204,0.41091,0.72422,0.85211,0.59371,0.4425,0.49604,0.93859,0.87295,0.52029,0.6809,0.77833,0.90043,-5.83E-16,-7.19E-18,0.059699,0.42328,0.8605,-8.20E-16,2.01E-17,-0.0041597,0,-0.29292,0.70221,0.70072,0.5344,0.67767,0.67749,0.27318,0.46932,-0.4345,-0.70565,-0.73437,0.32666,-0.1673,0.47114,0.71815,0.73005,0.38883,0.16493,0.426,0.49601,-0.26181,0.39446,0.5555,-0.35208,t
0.86132,0.1043,-0.008953,0.65716,1,0.81726,1,0.71429,0,0,-1,0,0.82351,0.14121,0.59312,0.3184,-0.30268,0.048719,0.17128,-0.061306,-0.12617,-0.56254,-0.14144,0.072146,0.16224,-0.07697,-0.071407,-0.94733,0.79772,1,0.087709,0.82318,-0.12678,0.20334,-0.9023,0.7602,-0.1386,0.18088,-1,0.65082,0.77903,0.61424,-0.008932,0.097589,0.80638,0.36622,-0.0074993,0.081444,0.61077,7.30E-05,-0.0025548,-0.0078245,0.010921,0.09024,0.67724,0.81697,0.42946,0.63728,0.34107,0.67492,0.90224,0.60754,0.70002,0.39047,0.82951,0.89756,0.34946,0.75992,0.65985,0.8526,-4.91E-16,1.25E-16,0.026816,0,-0.12064,0,0,0.033527,0,0.05897,0.67598,0.5129,0.39567,0.63249,0.63881,-0.016243,0.21338,-0.6316,-0.77417,-0.65077,0.34582,-0.13222,0.62811,0.6836,0.64942,0.49445,0.35571,0.29654,0.50749,-0.44017,0.59046,0.074368,-0.37262,t
0.84491,0.19705,-0.30485,0.74087,1,0.87889,1,0.71429,0.52632,0,-1,0.4,0.82363,0.26365,0.49464,0.16877,-0.37803,-0.06997,0.3254,0.14893,0.04681,-0.0076568,-0.2414,-0.094632,0.22443,0.23332,0.026355,-0.0085732,0.97709,0.99813,0.48655,0.63147,0.26907,0.49017,0.0052085,0.84513,0.25766,0.52181,0.0046171,0.46137,0.97748,0.70937,-0.31156,0.18887,0.81032,0.38928,-0.24076,0.14508,0.5649,0.070763,-0.13745,-0.21858,0.0326,0.13987,0.54503,0.57203,0.25656,0.44249,0.31754,0.50448,0.75542,0.43401,0.58122,0.43471,0.74143,0.88373,0.48179,0.70209,0.72749,0.99191,-1.47E-16,-5.82E-18,0.21382,-0.075802,0.0089118,0,1.63E-17,0.16279,-0.28511,-0.075413,0.78402,0.72893,0.71836,0.75073,0.76553,0.20238,0.41034,-0.73812,-0.30178,-0.72487,0.11479,-0.19422,0.73441,0.57885,0.72682,0.43783,0.19363,0.41099,0.52365,-0.34679,0.42694,-0.12258,0.1022,t
0.73805,0.25386,-0.21285,0.67069,1,0.94463,0.414,0.57143,1,0,-0.94205,0,1,0.35002,0.18512,0.48445,-0.31482,0.39568,0.77567,0.039336,0.33894,0.15855,-0.25523,0.36073,0.99871,0.043438,0.37252,0.18399,0.8038,0.97985,0.0074155,1,0.75312,0.49458,0.11705,0.85917,1,0.76342,0.079878,1,0.7817,0.62428,-0.21147,0.23654,0.6881,0.37699,-0.17983,0.19995,0.52789,0.040764,-0.14611,-0.15753,0.063943,0.18601,0.49146,0.59902,0.44043,0.34132,0.48248,0.67647,0.66937,0.63042,0.37936,0.5589,0.84125,0.81548,0.55779,0.43105,0.68494,0.87582,3.73E-16,1.97E-17,0.06482,-0.085505,0.00231,-5.25E-16,3.31E-17,-0.0099778,-0.28939,0.00085217,0.66671,0.70671,0.59594,0.64067,0.64613,0.075551,0.20443,-0.55303,-0.65724,-0.4567,0.33511,-0.017955,0.55668,0.68746,0.46998,0.32538,0.14719,0.42964,0.51318,0.0042525,0.37116,-0.28047,-0.54897,t
0.82713,0.12946,-0.27026,0.73311,1,0.87911,0.717,0.57143,1,0,-1,0.6,0.84725,0.18392,0.43217,0.17122,-0.28448,0.71496,0.3012,0.1043,0.29418,-0.13503,-0.15389,0.91669,0.21221,0.12756,0.13934,-0.14234,0.9929,0.99268,0.82063,0.56167,0.32859,0.83928,0.0019601,0.88375,0.30098,0.70379,0.0015317,0.45829,0.92001,0.65015,-0.25583,0.11493,0.73474,0.34742,-0.19251,0.085969,0.49878,0.050692,-0.072974,-0.17291,0.012827,0.081997,0.47609,0.44333,0.2349,0.32296,0.25862,0.48593,0.64236,0.43598,0.46544,0.38846,0.78358,0.87132,0.39949,0.65545,0.72029,1,-2.42E-16,4.09E-17,-0.22778,-1.56E-16,-0.019438,0,-8.60E-17,0.080286,0,0.017529,0.84485,0.65756,0.77105,0.81292,0.83417,0.13373,0.19543,-0.73112,-0.51478,-0.67002,0.35916,-0.070776,0.73538,0.69121,0.68144,0.40905,0.29141,0.33111,0.39468,-0.28692,0.52998,-0.18856,-0.101,t
0.80682,0.24106,-0.56538,0.74892,1,0.84,0.57,0.57143,1,0,-1,0.8,0.85175,0.31419,0.58481,0.085133,-0.38999,0.19523,0.47144,0.21795,0.28579,0.20884,-0.27646,0.29196,0.23484,0.40529,0.12476,0.18058,0.98681,0.95251,0.92127,0.43135,0.38201,0.64209,0.49334,0.84206,0.30746,0.61672,0.39301,0.26984,0.98425,0.71493,-0.57608,0.23036,0.77147,0.39268,-0.44559,0.17711,0.53831,0.24027,-0.30787,-0.38214,0.048166,0.1613,0.49063,0.40244,0.20619,0.36627,0.30854,0.51171,0.53836,0.35332,0.48735,0.42788,0.76182,0.85491,0.52847,0.78011,0.72929,0.98284,-3.72E-16,-1.53E-16,0.034295,3.60E-17,0.044646,-1.57E-16,2.18E-16,-1.08E-15,0,-0.017222,0.78685,0.78672,0.77255,0.76028,0.77527,0.19977,0.53437,-0.61859,-0.13714,-0.34888,0.26869,-0.28899,0.63354,0.49672,0.37719,0.39818,0.1437,0.28335,0.52043,-0.23647,0.36741,-0.38842,0.40079,t
0.87098,0.15156,0.1104,0.70188,1,0.80037,1,0.57143,0,0,-1,0,0.82087,0.19172,0.39502,0.26168,-0.37142,-0.044918,-0.0072719,-0.1215,-0.0036855,-0.69445,-0.20191,-0.054198,-0.0062346,-0.14505,-0.0022033,-0.86523,0.82574,0.99945,0.081331,0.80489,0.12502,0.35533,-1,0.84972,0.13493,0.36417,-0.89435,0.65212,0.77211,0.62814,0.10546,0.13578,0.78075,0.38642,0.091362,0.11692,0.61017,0.010265,0.042346,0.090252,0.02133,0.12265,0.64057,0.76496,0.33912,0.5569,0.34308,0.65158,0.91334,0.51866,0.66136,0.42464,0.86579,0.90544,0.40942,0.62134,0.69734,0.87478,0,0,-0.066848,-9.64E-17,-0.051054,0,3.78E-16,-0.23245,0,0.03783,0.72341,0.62209,0.58891,0.68276,0.68795,0.08368,0.16612,-0.70289,-0.52965,-0.70893,0.30521,-0.012593,0.69706,0.60044,0.71356,0.48192,0.23217,0.39011,0.36464,-0.42142,0.47111,0.33725,-0.18471,t
0.84638,0.19394,-0.41818,0.75967,1,0.93511,0.26063,0.57143,1,0,-0.776,0.6,0.88141,0.25336,0.10211,0.14256,-0.36779,0.77765,0.01724,0.21289,0.0053036,0.11241,-0.23817,0.49433,0.011305,0.14855,0.0026903,0.052556,0.92846,0.94841,0.48943,0.39397,0.23791,-0.11949,0.51075,0.74881,0.18615,-0.098497,0.16248,0.29676,0.89802,0.70325,-0.4132,0.17973,0.7848,0.41644,-0.34456,0.14897,0.59039,0.13548,-0.18882,-0.3056,0.032133,0.14031,0.55648,0.67613,0.2806,0.20689,0.34254,0.56463,0.87756,0.46653,0.26709,0.46088,0.81557,0.89101,0.47237,0.34772,0.74356,0.92588,-2.17E-16,1.46E-16,0.11645,0.31455,1,0,0,1.04E-15,1.18E-16,-0.27912,0.77285,0.71677,0.73001,0.74179,0.75011,0.17175,0.29454,-0.59382,-0.56738,-0.82635,0.24839,-0.094215,0.60114,0.64621,0.82126,0.41589,0.19955,0.69069,0.43776,-0.32868,0.43165,-0.85211,-0.045848,t
0.83921,0.1241,-0.42987,0.73746,1,0.863,1,0.57143,1,0,-1,0.6,0.81537,0.16946,0.49926,0.12311,-0.2956,-0.10141,0.36751,0.10994,0.38538,0.2273,-0.15057,-0.1371,0.21539,0.13873,0.14857,0.21837,0.94247,0.98723,0.35954,0.55675,0.10463,1,0.32791,0.87198,0.093609,0.80139,0.2742,0.38175,0.92003,0.68902,-0.42869,0.11607,0.78537,0.39019,-0.34187,0.092008,0.56501,0.14234,-0.12349,-0.3097,0.013081,0.088513,0.54396,0.51919,0.24323,0.45563,0.2284,0.53854,0.67775,0.40672,0.59158,0.30907,0.78237,0.87807,0.38348,0.71325,0.72102,0.95392,-1.16E-15,-9.21E-18,0.036987,0,-0.020617,-3.07E-16,2.58E-17,0.006996,0,0.022282,0.77557,0.6079,0.7358,0.74274,0.75506,0.13867,0.60765,-0.6932,-0.59577,-0.63499,0.30986,-0.49127,0.69642,0.58202,0.64057,0.42975,0.28077,0.38478,0.5259,-0.29765,0.52292,-0.059551,-0.0096598,t
0.79559,0.12822,-0.36649,0.74195,1,0.87526,0.455,0.57143,1,0,-0.77531,1,0.86483,0.15411,0.24062,0.073657,-0.28803,0.46704,0.58375,0.18772,0.093828,0.18078,-0.14409,0.45143,0.27254,0.15682,0.026682,0.093266,1,0.97741,1,0.43107,0.33048,0.78294,0.32241,0.78481,0.26793,0.52651,0.16469,0.23385,1,0.71013,-0.3744,0.12285,0.76271,0.38132,-0.28311,0.092339,0.5203,0.099886,-0.10502,-0.24167,0.013482,0.083705,0.472,0.39432,0.20386,0.26411,0.24557,0.52393,0.53317,0.35309,0.35519,0.34421,0.7884,0.84704,0.36644,0.50074,0.72181,0.99492,-7.52E-16,2.86E-17,-0.042874,7.28E-17,-0.0059272,0,2.67E-17,-0.10146,0,0.0090477,0.7922,0.62902,0.74754,0.76649,0.78377,0.2008,0.42067,-0.63608,-0.28376,-0.38392,0.26911,-0.31701,0.64508,0.54091,0.41609,0.37359,0.28519,0.25236,0.55677,-0.15006,0.51315,-0.028675,0.51907,t
0.84276,0.19508,-0.41448,0.76643,1,0.92447,0.407,0.71429,1,0,-0.86705,0,0.80765,0.22538,0.23616,0.19293,-0.40731,0.22988,0.17283,0.15273,0.030101,-0.31663,-0.23814,0.21273,0.1262,0.15287,0.016754,-0.26191,0.98531,0.98948,0.71526,0.50962,0.21924,0.74935,0.13581,0.65064,0.18676,0.6626,0.07473,0.34116,0.92683,0.69002,-0.39829,0.17581,0.75998,0.38846,-0.31576,0.13854,0.54353,0.12197,-0.17251,-0.2764,0.029792,0.12878,0.50562,0.45951,0.27679,0.31363,0.25165,0.46344,0.65083,0.50218,0.44182,0.36948,0.73049,0.88023,0.44667,0.501,0.75342,0.98847,-3.94E-16,-1.28E-17,-0.22074,0,-0.018811,0,7.88E-18,0.015184,0,0.021749,0.8313,0.76008,0.78907,0.80148,0.81651,0.23349,0.52543,-0.7621,-0.43972,-0.69312,0.10311,-0.27016,0.76116,0.67046,0.70016,0.42597,0.20224,0.29792,0.73737,-0.31147,0.42662,-0.33522,-0.19391,t
0.85105,0.15132,-0.21835,0.76073,1,1,0.99789,0.57143,1,0,-1,0.93333,0.83686,0.23752,0.792,0.18392,-0.30656,0.41109,0.35186,0.35399,0.22665,0.39853,-0.18729,0.70914,0.25536,0.66606,0.12644,0.58944,0.97713,0.9855,0.38225,0.56327,0.23187,0.62968,0.19492,0.87362,0.21138,0.60091,0.2065,0.47021,0.96162,0.71654,-0.21952,0.14268,0.80292,0.40374,-0.17418,0.11253,0.57473,0.03571,-0.074373,-0.15512,0.018913,0.10643,0.54396,0.4767,0.25235,0.6052,0.29523,0.52008,0.63998,0.43396,0.80813,0.41088,0.77703,0.89027,0.45431,0.88136,0.7474,0.98586,-5.97E-16,0,0.20741,1.44E-16,-0.0032376,0,2.12E-16,-0.12711,0,0.0040755,0.79587,0.66895,0.70421,0.76415,0.77709,0.28613,0.60144,-0.8222,-0.54093,-0.60132,0.09468,-0.27634,0.81666,0.60239,0.60563,0.42259,0.29755,0.2478,0.26232,-0.33093,0.5322,0.21422,-0.053343,t
