1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0.20281,0.826,-0.03225,0.80321,0.20281,0.676,0.030488,0.71429,0.20281,0,-0.022936,0.83333,4.21E-32,0.35136,0.00079721,0,0,0,0,0,0,0,4.05E-31,2.02E-32,0,-0.10459,0,0,0.59338,0.62998,0.51988,0.58285,0,0,0,0,1.84E-30,-1,0.024313,0,0.3521,0.59338,-0.031065,0.59477,0.13573,0.64515,-0.045696,1,0.1629,0.0010401,-0.10508,-0.0065408,0.68227,0.70371,0.041133,0.12822,0.35805,0.00082431,0.46837,0.018833,0.34936,0.0017527,1,0.024438,1.10E-06,0.011147,5.16E-05,0.8534,0.3076,0.0016919,v
0.79349,0,-0.10571,0.64257,1,0,0.012195,0.57143,0.48502,0,-0.073394,0.66667,0.29576,0,0.0060071,0,0,0,0,0,0,0,0,-0.055335,0,0,0,0,0.3869,0.4046,0.38317,0.037993,0,0,0,0,0.26903,0,-0.015735,0,0.14969,0.30952,-0.066394,0,0.34625,0.4129,-0.11983,0,0.50987,0.011175,0,-0.083882,0,0,0.62962,0.021941,0.0948,0.0037997,0,0.13572,0.1431,0.012503,0,0.2725,0.00013905,0,0.010201,0,0,0.51743,v
0.99575,0,-0.12379,0.64257,1,0,-0.060976,0.57143,0.91948,0,-0.073394,0.66667,0.0013463,0,0.00060157,0,0,0,0,0,0,0,0,0.00091526,0,0,0,0,0.40811,0.42944,0.39112,0.076572,0,0,0,0,0.013944,0,0.011156,0,0.16655,0.32649,-0.082013,0,0.45833,0.4129,-0.14032,0,0.63984,0.015325,0,-0.12327,0,0,0.99151,0.02754,0.10621,0.0034164,0,0.21189,0.1431,0.010031,0,0.37967,8.69E-05,0,0.011207,0,0,0.99702,v
0.8914,0,-0.089782,0.64257,1,0,-0.012195,0.57143,0.56633,0,-0.059623,0.66667,0.13375,0,0.00308,0,0,0,0,0,0,0,0,-0.045436,0,0,0,0,0.43168,0.44486,0.41625,0.058156,0,0,0,0,-0.21474,0,0.039007,0,0.18635,0.34534,-0.062915,0,0.43399,0.4129,-0.10177,0,0.57279,0.0080608,0,-0.080032,0,0,0.7946,0.034662,0.11915,0.0031306,0,0.2072,0.1431,0.0081907,0,0.3309,5.92E-05,0,0.0080446,0,0,0.75948,v
0.59193,0,-0.029288,0.64257,1,0,0.073171,0.57143,0.20281,0,-0.059623,0.66667,0.30655,0,0.0047194,0,0,0,0,0,0,0,0,-0.076386,0,0,0,0,0.44554,0.44531,0.44178,0.0066283,0,0,0,0,-0.11694,0,0.01572,0,0.19851,0.35643,-0.021182,0,0.29744,0.4129,-0.033198,0,0.38035,0.00085776,0,-0.017336,0,0,0.35038,0.039414,0.12706,0.00090249,0,0.099834,0.1431,0.0022174,0,0.14954,5.72E-06,0,0.0010108,0,0,0.1561,v
0.30193,0,0.10379,0.64257,0.55676,0,0.15244,0.57143,0.20281,0,-0.013761,0.66667,0.082833,0,0.020295,0,0,0,0,0,0,0,0,-0.086036,0,0,0,0,0.44439,0.44531,0.44329,0.0078394,0,0,0,0,0.059112,0,-0.044877,0,0.19748,0.35551,0.074875,0,0.15133,0.4129,0.11765,0,0.19401,0.010773,0,0.031338,0,0,0.091162,0.038834,0.12612,0.007353,0,0.02419,0.1431,0.018179,0,0.036507,0.00035629,0,0.0020777,0,0,0.0094519,v
0.79791,0,-0.38772,0.64257,0.87245,0,-0.14024,0.57143,0.7449,0,-0.45413,0.66667,0.01594,0,0.10164,0,0,0,0,0,0,0,0,0.060964,0,0,0,0,0.36887,0.38569,0.35868,0.042437,0,0,0,0,0.074074,0,0.20193,0,0.13606,0.2951,-0.23217,0,0.33195,0.4129,-0.4395,0,0.51272,0.15033,0,-0.30937,0,0,0.63667,0.018296,0.086569,0.032157,0,0.10972,0.1431,0.11578,0,0.2412,0.013205,0,0.082449,0,0,0.40241,v
0.85865,0,-0.17494,0.64257,0.87245,0,-0.018293,0.57143,0.78237,0,-0.11009,0.66667,0.0028205,0,0.0075764,0,0,0,0,0,0,0,0,0.0044238,0,0,0,0,0.38902,0.40706,0.37519,0.057692,0,0,0,0,0.028724,0,0.070729,0,0.15134,0.31122,-0.11047,0,0.37674,0.4129,-0.19829,0,0.55174,0.030602,0,-0.15021,0,0,0.73728,0.022725,0.096479,0.0088397,0,0.14407,0.1431,0.02857,0,0.28418,0.00070766,0,0.023908,0,0,0.55857,v
0.86741,0,-0.051297,0.64257,0.87245,0,0.079255,0.57143,0.85093,0,-0.1055,0.66667,0.00025275,0,0.016654,0,0,0,0,0,0,0,0,-0.0009754,0,0,0,0,0.41019,0.42627,0.39677,0.051651,0,0,0,0,-0.0088996,0,0.079461,0,0.16826,0.32815,-0.034157,0,0.40129,0.4129,-0.058147,0,0.55737,0.0026314,0,-0.044496,0,0,0.7524,0.028121,0.10732,0.0018434,0,0.16183,0.1431,0.0053528,0,0.28696,8.38E-05,0,0.0045163,0,0,0.56954,v
0.85162,0,0.025047,0.64257,0.86926,0,0.12805,0.57143,0.83498,0,-0.045872,0.66667,0.0010512,0,0.013836,0,0,0,0,0,0,0,0,-0.000157,0,0,0,0,0.42939,0.44277,0.4187,0.03921,0,0,0,0,-0.01877,0,0.013447,0,0.18438,0.34351,0.017458,0,0.41243,0.4129,0.028391,0,0.54723,0.00062733,0,0.02133,0,0,0.72526,0.033757,0.11759,0.00035115,0,0.17027,0.1431,0.00093281,0,0.27558,6.06E-05,0,0.00076363,0,0,0.52525,v
