0.41728,0,-0.74999,4,0.90673,0,4.5,4,0.20281,0,-7.2,4,0.044354,0,17.3174,0,0,-0.86607,0,0,0,0,0,-0.75903,0,0,0,0,59.6348,60.3831,59.1807,0.12918,-0.010346,0,0.030074,0,-0.00078314,0,0.044982,0,214271.6949,14372.2476,-2694.7665,0,1499.3239,964.0167,-180.7511,0,100.567,33.8905,0,-18.8561,0,0,10.4912,14957541885.8853,67646100.4411,79065367.9459,0,865542.9423,305936.0669,357512.4614,0,3914.4221,629050.8039,0,5065.7882,0,0,51.6006,0
0.91358,0,0.33375,5,1,0,2.7,5,0.548,0,-4.5,5,0.019522,0,4.4056,0,0,0.65531,0,0,0,0,0,0.19218,0,0,0,0,92.9156,94.9402,90.0619,2.4528,-0.73259,0,-0.08609,0,-0.16031,0,-0.283,0,520165.4894,27991.2999,1868.4193,0,5114.4863,1506.2762,100.5439,0,275.2223,6.7113,0,18.3711,0,0,50.2878,89428145462.9998,258447450.468,14940760.0415,0,9454587.356,746914.2259,43248.5432,0,27322.515,24287.9549,0,1482.8102,0,0,1001.6445,0
0.20851,0,0.46125,0,0.42443,0,4.95,0,0.20281,0,-4.95,0,0.00091716,0,10.3614,0,0,0.18386,0,0,0,0,0,0.017923,0,0,0,0,129.3391,130.439,128.25,0.39738,0.32303,0,0.94531,0,0.0061669,0,1.9182,0,1007916.466,0,3594.4376,0,1624.9032,0,0,0,0,12.8185,0,5.7947,0,0,2.6196,334447099630.0701,0,233069294.1596,0,827925.2886,0,0,0,0,247651.975,0,578.1787,0,0,2.0502,0
0.83384,0,-1.965,6,1,0,7.2,6,0.20281,0,-13.95,6,0.085783,0,24.8237,0,0,-0.068606,0,0,0,0,0,-0.10011,0,0,0,0,122.8028,123.996,120.99,0.92947,-0.55523,0,-0.04806,0,-0.15678,0,-0.23085,0,908617.4445,44393.9799,-14539.0284,0,6169.5771,2169.0377,-710.3598,0,301.4383,232.6428,0,-98.721,0,0,41.8919,272813629342.7069,650025928.8484,95580976.0279,0,15972251.7713,1548801.3389,228484.9564,0,38053.7527,950529.3689,0,5134.7241,0,0,945.2313,0
0.20281,0,-2.445,4.2083,0.20281,0,-0.9,5,0.20281,0,-4.05,0,6.9916e-033,0,0.32922,3.3596,0,5.0088e-016,4.3254e-017,0,0,-0.14802,0,2.3202e-032,6.6291e-033,0,0,-0.15567,106.6532,108.829,104.862,1.5063,7.1701e-015,0,-0.39397,0.59286,7.292e-031,0,-0.27744,1.3337,685350.036,27042.6127,-15711.4902,0,1303.2697,1067.0502,-619.9456,0,51.4246,360.1823,0,-29.8772,0,0,2.4783,154515194263.0676,317829695.971,80594943.1172,0,558949.4301,660456.4933,165294.1031,0,1149.7357,42414.9205,0,291.5418,0,0,2.022,0
1,0,-4.1325,5.725,1,0,5.849,7,1,0,-8.1,0,0,0,22.5488,3.5288,0,0,0,0,0,0.17252,0,0,0,0,0,1.5389,117.0251,119.047,115.1,1.1321,0,0,-0.64923,0.028927,0,0,-3.2802,0.057817,825130.0154,40366.3033,-29138.1252,0,7050.8827,1974.7657,-1425.4704,0,344.9372,1028.9655,0,-248.9905,0,0,60.251,224236024828.9795,491934594.7763,721953599.6367,0,16369974.6909,1103796.2894,1599590.7082,0,35913.4708,2806809.2258,0,52703.0001,0,0,1195.0628,0
0.20281,0,3.9337,4.3167,0.20281,0,8.55,5,0.20281,0,-4.5,0,6.9916e-033,0,28.8281,2.0669,0,-6.9399e-016,4.1358e-017,0,0,-0.41208,0,-3.7123e-031,0,0,0,-3.181,76.2329,77.71,74.1914,0.9788,3.9666e-015,0,-0.83431,0.38277,3.3145e-031,0,-4.4318,0.54443,350146.6739,19826.9455,18068.127,0,931.5434,1122.6946,1023.102,0,52.7484,932.3442,0,48.0691,0,0,2.4783,40521942494.7145,135359917.0134,364134708.6981,0,286240.9654,457148.7004,1248865.5985,0,956.1749,4129730.8818,0,2571.8127,0,0,2.022,0
0.49379,0,-2.6813,5,0.58865,0,-0.45,5,0.30087,0,-4.95,5,0.014706,0,2.8057,0,0,0.65506,0,0,0,0,0,0.13306,0,0,0,0,97.4448,97.7222,96.8224,0.053144,0.47331,0,0.51757,0,0.013232,0,0.19985,0,572113.0302,29355.7526,-15742.0224,0,2899.1345,1506.2762,-807.7406,0,148.7578,433.1509,0,-79.7714,0,0,14.6911,108179760368.3772,284254934.5217,65453638.8062,0,3158854.5697,746914.2259,172109.7486,0,8299.6041,62317.2439,0,1892.417,0,0,92.8624,0
0.20281,0.32733,-4.0274,0,0.20281,0.555,-2.25,0,0.20281,0,-5.849,0,6.9916e-033,0.037997,1.3196,0,5.1792e-016,-1.816e-015,0,0.7652,0,0,6.6291e-033,-1.7236e-031,0,0.17135,0,0,108.936,114.628,98.985,23.2959,2.1682e-015,-0.83108,-0.82457,0,8.4852e-031,-0.78192,-4.5718,0,715002.3895,0,-26433.8188,2148.455,1331.1648,0,0,0,0,977.265,-79.4289,-49.2135,6.4557,3.9999,2.4783,172256537242.4303,0,242949155.5693,2191997.7309,590151.2298,0,0,0,0,344732.2373,3138.292,832.4063,29.3668,7.5065,2.022,0
0.548,0,0.88125,5,0.548,0,5.4,5,0.548,0,-3.15,5,1.243e-032,0,7.9754,0,0,6.3164e-017,0,0,0,0,0,2.6516e-032,0,0,0,0,88.7417,89.0835,88.3819,0.050448,1.9061e-014,0,-0.20297,0,4.7729e-031,0,-0.12875,0,474482.6274,26733.9085,4711.8514,0,2930.0096,1506.2762,265.4812,0,165.0864,46.7911,0,29.0965,0,0,18.0933,74122627567.5782,235293954.2136,48254371.8601,0,2826337.0488,746914.2259,153182.9114,0,8971.8895,145380.4828,0,1840.0241,0,0,107.7698,0
