2	2	1.86459e-010	6.48233e-008	1
0	0	1	2.78861e-015	5.38552e-011
0	0	1	7.33095e-012	6.60298e-014
1	1	2.38687e-009	1	5.32983e-018
2	2	8.11422e-014	2.3864e-009	1
1	1	2.09955e-017	1	2.05703e-014
0	0	1	4.07695e-024	2.98019e-014
1	1	9.72822e-014	1	2.08851e-023
2	2	5.68908e-017	4.4378e-017	1
2	1	6.6363e-011	1	4.10096e-008
1	2	4.12878e-008	6.62137e-011	1
