0.61515,0,175.1737,3,0.72975,0,229.05,3,0.35189,0,27,3,0.0073639,0,2545.6866,0,0,0.076351,0,0,0,0,0,0.33058,0,0,0,0,47.3395,48.982,46.3714,0.75509,0.08297,0,-0.93167,0,0.006187,0,-40.8476,0,135024.3777,8556.7657,499640.0812,0,1754.5506,542.2594,31663.1945,0,111.1894,1848852.8888,0,6492.4853,0,0,22.7992,5956336172.8888,24011870.1473,95350206066.9264,0,1126121.3238,96800.0837,384414601.2,0,4540.3496,1530937714613.788,0,18068869.8086,0,0,213.5628,0
0.53271,0,64.7062,3,0.72975,0,181.8,3,0.36145,0,-38.7,3,0.018028,0,6953.8461,0,0,0.99003,0,0,0,0,0,11.0851,0,0,0,0,48.595,49.1866,47.1094,0.41914,-0.92213,0,-0.92605,0,-0.080159,0,-49.9952,0,142281.0557,8783.6918,189453.1553,0,1559.718,542.2594,11695.8517,0,96.2889,252264.7717,0,2076.8295,0,0,17.098,6741791643.9552,25545962.8927,33174434453.0198,0,847378.9477,96800.0837,125706535.2854,0,3211.1493,212133512565.103,0,4294208.0222,0,0,106.8799,0
0.20281,0.0068667,411.8812,4,0.20281,0.096,450,4,0.20281,0,275.85,4,6.9916e-033,0.00053114,3343.1533,0,-9.7422e-017,-3.8392e-016,0,-0.64775,0,0,-1.5537e-034,-1.9092e-030,0,-0.86316,0,0,53.1694,60.6013,43.0091,26.9534,-3.2068e-016,0.41043,-0.75432,0,-1.0607e-031,0.049108,-226.434,0,170328.7771,12814.0467,1319466.309,21.9974,649.7138,964.0167,99265.0986,1.6549,48.8788,10221357.6005,170.405,5033.0631,0.0028409,0.083909,2.4783,10003234487.5349,55316736.749,635436424092.8639,465.7339,142209.3489,305936.0669,3512624342.6856,2.5815,786.5064,40414582939456.29,28752.7654,9030323.3691,0.00012621,0.0066365,2.022,0
0.68611,0,103.3762,4,0.70424,0,169.65,4,0.60141,0,-37.35,4,0.00090635,0,5010.41,0,0,-0.33083,0,0,0,0,0,-0.705,0,0,0,0,54.8706,56.371,53.9234,0.51478,0.47317,0,-0.98167,0,0.010221,0,-49.8553,0,181402.8648,13224.0462,341763.0763,0,2268.2803,964.0167,24914.1088,0,165.3548,643881.7846,0,4273.441,0,0,28.3628,10787885923.0892,57449068.9403,65991821703.397,0,1735191.2715,305936.0669,351471147.488,0,9240.6767,431403986846.0497,0,10631864.7833,0,0,279.1645,0
0.20281,0.16564,74.2462,3,0.20281,1,117,3,0.20281,0,48.6,3,6.9916e-033,0.12751,603.3091,0,-9.0194e-017,3.3891e-016,0,-0.14797,0,0,-2.4859e-033,2.1213e-031,0,-1.2979,0,0,53.9847,66.7177,43.6459,64.3923,2.7663e-016,0.058028,-0.89658,0,2.1213e-031,0.16628,-176.7168,0,175592.3374,9757.8993,241495.7281,538.7716,659.6763,542.2594,13420.2382,29.9403,36.6591,332134.0073,740.9835,907.2663,1.6531,2.0241,2.4783,10473166563.9994,31830453.2917,20371364247.4504,223220.749,145476.1812,96800.0837,61802866.4091,663.3571,442.4099,39874956890.9534,474291.4597,282460.4762,12.92,3.0318,2.022,1
0.20281,0.0224,162.1275,3,0.20281,0.072,191.25,3,0.20281,0,77.4,3,6.9916e-033,0.00058391,1247.79,0,-1.0429e-015,2.8279e-016,0,0.15909,0,0,-2.1234e-033,4.2426e-031,0,0.1358,0,0,57.3316,63.5765,51.9168,12.0835,4.8465e-016,0.1454,-0.91848,0,1.3258e-031,0.012213,-112.7817,0,198039.6257,10362.8592,560034.7048,77.376,700.5742,542.2594,29305.0484,4.0489,36.6591,1583717.7508,218.8109,1981.1483,0.030232,0.27372,2.4783,12965173297.1105,35426198.7182,116722853447.4499,4085.2693,161909.9815,96800.0837,318899921.8241,11.146,442.4099,1054620424091.716,37288.2632,1457482.9456,0.0016584,0.050941,2.022,1
0.20281,0,155.0324,3,0.20281,0,332.1,3,0.20281,0,-123.75,3,6.9916e-033,0,24533.9324,0,0,-3.2394e-017,0,0,0,0,0,0,0,0,0,0,37.0625,48.5853,24.3297,46.1997,1.6825e-015,0,0.97431,0,9.5459e-031,0,1037.2881,0,82762.4221,6699.1569,346195.548,0,452.892,542.2594,28022.6003,0,36.6591,1448137.3839,0,1894.4492,0,0,2.4783,2465014247.9572,15442710.0671,98857595652.2436,0,70578.5264,96800.0837,614091888.6392,0,442.4099,4470591292945.301,0,2806612.3365,0,0,2.022,1
0.20281,0,-85.9613,3,0.20281,0,193.95,3,0.20281,0,-212.85,3,6.9916e-033,0,17277.3364,0,0,3.9808e-016,0,0,0,0,0,4.2426e-030,0,0,0,0,24.171,37.0819,11.3869,65.5592,6.0462e-016,0,0.93977,0,3.7123e-031,0,1000.172,0,35200.9632,4368.9877,-125187.8818,0,295.3625,542.2594,-15537.7657,0,36.6591,445215.2537,0,-1050.4203,0,0,2.4783,532638966.6761,7156430.2721,24518023396.4691,0,32707.3616,96800.0837,319382556.1783,0,442.4099,1285468286759.402,0,1459688.7515,0,0,2.022,1
0.20281,0,-199.0012,3,0.20281,0,-132.75,3,0.20281,0,-212.85,3,6.9916e-033,0,380.9601,0,0,1.3973e-015,0,0,0,0,0,2.2009e-030,0,0,0,0,13.8101,24.0693,10.079,18.048,-1.2503e-015,0,0.78479,0,-4.5078e-031,0,65.0741,0,11490.9291,2496.21,-165582.944,0,168.7546,542.2594,-35970.0944,0,36.6591,2386030.8493,0,-2431.7343,0,0,2.4783,42436997.3351,2013019.1187,9484819786.1448,0,9200.1936,96800.0837,457244616.9012,0,442.4099,2162490192190.57,0,2089766.0535,0,0,2.022,1
0.20281,0,-197.6025,3,0.20281,0,-187.65,3,0.20281,0,-212.85,3,6.9916e-033,0,77.9851,0,0,-1.8772e-014,0,0,0,0,0,-1.3842e-029,0,0,0,0,9.9513,11.2866,8.3708,0.54796,2.0416e-015,0,-0.8964,0,1.3258e-031,0,-5.8598,0,5966.5096,1798.7207,-118477.223,0,121.6013,542.2594,-35717.269,0,36.6591,2352607.0144,0,-2414.6422,0,0,2.4783,12144572.6827,1084203.0897,4670286279.6627,0,4955.1831,96800.0837,416994106.949,0,442.4099,1796412401861.958,0,1905807.3009,0,0,2.022,1
