-52801.1001,-257632.189,-212575.7065,85272.7542,113133.1023,-25784.2811,1741.8185,0
440165.5623,-479387.8738,237488.3701,-135448.9808,-34315.9186,5541.667,-4232.7258,0
465908.3804,-130340.7174,58390.2463,-107750.0206,9051.2711,-24341.216,-1353.3103,0
329908.2764,-382584.4118,-410483.7844,9653.716,75062.162,5674.8004,-3991.8519,0
399409.931,-143927.1162,-268434.9307,-37154.1496,57326.9087,-10433.8892,-809.0117,0
467793.8978,-371760.4852,-15586.0593,-105235.0058,-25663.3998,-12494.9235,-2561.45,0
346334.1037,-437290.4661,-208526.907,-15288.1998,-119005.0361,-10403.4852,2106.7029,0
4946.1255,-660721.3093,284630.8713,73538.4173,67171.5546,-15445.3843,-9061.8129,0
316751.0272,269717.1941,-99688.875,-39125.3039,55657.4201,-30858.1194,847.7818,0
358410.2876,326098.9128,-130640.2876,-52448.0048,62725.9143,-32704.4165,2028.7916,0
430449.5174,233428.7169,-406486.139,-49994.0185,61326.3921,-40505.7593,2913.7939,0
271764.4306,-118596.3843,-884754.9858,30687.1991,-88785.317,-28245.6518,5861.7033,0
-88608.7002,226750.144,83453.7133,43791.8746,49521.4277,14764.9461,1619.0929,1
91378.0584,301666.8857,-146119.8053,11461.3574,54099.7237,24394.0402,-2542.4485,1
68090.7303,233070.1429,18129.4905,19139.205,-54196.276,-2248.1967,-733.2691,1
-202495.7613,-80309.3537,72271.4768,89431.8338,-37659.1756,1817.8534,8235.317,1
74011.125,-312357.2358,274236.0447,37446.5753,7734.8028,16817.3127,5394.8316,1
-3377460.352,-716582.5571,-359614.1865,-720241.4299,-32886.954,-3822.8937,-3514.0072,1
-128628.0914,256144.6164,53270.03,47173.5486,-62024.0429,4008.752,844.6362,1
181093.5969,657046.1516,114205.09,-41036.003,8598.332,9165.9099,-2479.2603,1
-439347.5063,280565.9325,-189825.0177,43370.7923,33782.6069,14530.7234,314.0177,1
-45097.6335,-83634.1385,106746.6043,64148.2019,-36483.4501,6334.5534,-3946.7789,1
