3.1818e-005,0.00074169,-0.0027213,0.00039031,-42.13,45.1983,-38.4574,0
-0.00010067,-0.27078,0.99653,-0.26063,652.994,-704.9592,103.4658,0
5.0248e-005,-0.27066,0.99631,-0.26081,354.0846,-383.2538,-14.0805,0
-2.0849e-005,0.00072177,-0.0025864,0.00065633,132.3067,-146.8167,-167.4081,0
-6.2519e-005,-0.0093643,0.034487,-0.0090725,130.9916,-144.1431,-140.1079,0
-0.00016563,0.00063685,-0.0024416,0.00053719,446.4825,-483.2395,-32.3289,0
-0.00013323,0.00065586,-0.002474,0.00056385,195.9513,-214.3836,-165.1575,0
-0.00012799,-0.13506,0.49703,-0.13009,354.7857,-379.0008,192.3299,0
6.3266e-005,-0.27065,0.9963,-0.2608,-66.3421,71.4306,-100.8478,0
2.7438e-005,-0.13496,0.49685,-0.13006,-72.5589,77.1255,-121.4083,0
2.3879e-005,-0.27067,0.99634,-0.26083,-110.9097,117.4713,-247.3528,0
-8.5369e-005,-0.13503,0.49696,-0.13016,-312.6283,332.1851,-480.1475,0
-4.1758e-006,0.00073155,-0.0026031,0.00067005,-172.8875,188.5833,39.1679,1
-2.3828e-005,0.13643,-0.50207,0.13141,-207.3367,222.5245,-88.3345,1
-4.2577e-005,0.00070903,-0.0025647,0.00063845,-184.0578,199.0531,-67.1901,1
-2.8628e-005,0.13643,-0.50206,0.13141,-134.8733,146.1874,25.4804,1
-1.2451e-005,0.0007267,-0.0025948,0.00066324,229.5317,-246.6937,124.1334,1
-3.4433e-006,0.00073198,-0.0026038,0.00067066,1224.9561,-1308.7098,957.2127,1
1.4213e-005,0.00074233,-0.0026215,0.00068518,-265.4876,287.5064,-27.3094,1
-0.00010576,0.13638,-0.50199,0.13135,-242.7639,263.1584,-37.8409,1
-7.1871e-005,0.1364,-0.50202,0.13137,-347.927,377.585,-13.2427,1
-0.00015242,0.13636,-0.50194,0.13131,-61.6239,68.2583,21.2203,1
0.00014187,-0.00029658,-0.0029431,0.0014101,-211.5806,227.4701,-92.8538,1
-0.00010147,0.13639,-0.50199,0.13135,-436.2718,473.8616,-12.3533,1
-4.6709e-005,-0.13526,0.49688,-0.12998,862.6577,-933.146,78.7921,1
-3.0264e-005,0.13643,-0.50206,0.13141,-50.293,44.3907,-470.6426,1
-0.00011478,0.13638,-0.50198,0.13134,-330.4647,358.1887,-59.3721,1
2.251e-006,0.00073532,-0.0026095,0.00067534,-60.8546,64.8343,-56.8026,1
-5.8661e-005,0.00069959,-0.0025486,0.00062522,-356.3204,388.052,13.1638,1
-0.00011491,0.13638,-0.50198,0.13134,162.8891,-176.4913,3.5874,1
4.874e-006,0.00073686,-0.0026121,0.0006775,-67.7983,74.5674,55.5574,1
-3.3011e-006,0.00073206,-0.002604,0.00067077,-96.7867,106.4714,69.313,1
2.4686e-005,0.00074848,-0.0026319,0.0006938,-24.3213,28.0854,104.9713,1
-2.083e-006,0.00073278,-0.0026052,0.00067177,-96.3438,103.893,-33.1818,1
4.0273e-005,0.00075762,-0.0026475,0.00070663,456.0638,-494.6531,64.0161,1
-6.826e-005,0.00069396,-0.002539,0.00061732,740.0596,-800.7327,103.4769,1
2.7594e-005,0.00043264,-0.0026902,0.00087291,-49.9785,57.4648,158.1993,1
-4.3955e-005,0.1361,-0.5021,0.13158,-65.1154,67.924,-131.2278,1
-0.00010755,0.13638,-0.50198,0.13135,-52.5175,57.9907,32.18,1
-6.14e-005,0.13641,-0.50203,0.13138,-381.4569,418.4184,207.3848,1
-0.00013003,0.13637,-0.50196,0.13133,1111.1955,-1203.8516,106.8405,1
-9.1661e-005,0.13639,-0.502,0.13136,-475.8669,514.524,-120.9567,1
-0.00010282,0.13638,-0.50199,0.13135,-218.4507,240.4704,142.8027,1
-0.00012235,0.13637,-0.50197,0.13133,-281.6039,308.0765,83.4919,1
-6.3612e-005,0.00069669,-0.0025436,0.00062114,-306.6194,334.7348,40.1855,1
-0.0001113,0.13638,-0.50198,0.13134,310.4893,-330.8426,298.2685,1
